 Bandleader , Orchestra , Date , Title , Genre , Singer , Label , Master , Composer , Author , Arranger , Grouping ,Pianist,Bassist,Bandoneons,Strings
Osvaldo Fresedo,Osvaldo Fresedo y su Orquesta,1968,Tengo,Tango,Osvaldo Arana,CBS Columbia,Tape-S,Roberto Pérez Prechi,Eugenio Majul,,59-80 / Final years,José Márquez / Roberto Cicaré,"Domingo Donnaruma,  José Pugliano (percussion)","Roberto Pérez Prechi, José Appendino, Pedro Vidaurre","Manolo Baya, Elvino Vardaro, Juan Scaffino, Pedro Lopérfido, José Nieso, Enrique Francini, Enrique Bourguet (cello)"
Osvaldo Fresedo,Osvaldo Fresedo y su Orquesta,1968,Una Canción De Fé,Tango,Daniel Riolobos,Arte,Tape-S,Osvaldo Fresedo; Roberto Pansera,Roberto Lambertucci,,59-80 / Final years,José Márquez / Roberto Cicaré,"Domingo Donnaruma,  José Pugliano (percussion)","Roberto Pérez Prechi, José Appendino, Pedro Vidaurre","Manolo Baya, Elvino Vardaro, Juan Scaffino, Pedro Lopérfido, José Nieso, Enrique Francini, Enrique Bourguet (cello)"
Osvaldo Fresedo,Osvaldo Fresedo y su Orquesta,1968,Viejo Buenos Aires,Tango,Osvaldo Arana,CBS Columbia,Tape-S,Mariano Mores,Martín Darré,,59-80 / Final years,José Márquez / Roberto Cicaré,"Domingo Donnaruma,  José Pugliano (percussion)","Roberto Pérez Prechi, José Appendino, Pedro Vidaurre","Manolo Baya, Elvino Vardaro, Juan Scaffino, Pedro Lopérfido, José Nieso, Enrique Francini, Enrique Bourguet (cello)"
Osvaldo Fresedo,Osvaldo Fresedo y su Orquesta,1975,La Casita De Mis Viejos,Tango,Instrumental,Odeon/EMI Colección Musical,Tape-S,Juan Carlos Cobián,Enrique Cadícamo,,59-80 / Final years,,,,
Osvaldo Fresedo,Osvaldo Fresedo y su Orquesta,1975,Nostalgias,Tango,Instrumental,Odeon/EMI Colección Musical,Tape-S,Juan Carlos Cobián,Enrique Cadícamo,,59-80 / Final years,,,,
Osvaldo Fresedo,Osvaldo Fresedo y su Orquesta,1975,Pero Yo Se,Tango,Instrumental,Odeon/EMI Colección Musical,Tape-S,Azucena Maizani,Azucena Maizani,,59-80 / Final years,,,,
 Osvaldo Fresedo , Osvaldo Fresedo y su Orquesta ,"1,975.00", Sollozos , Tango , Instrumental , Odeon/EMI Colección Musical , Tape-S , Osvaldo Fresedo , Emilio Fresedo ,, 59-80 / Final years ,,,,
Osvaldo Fresedo,Osvaldo Fresedo,9/3/1920,Bélgica,Tango,Instrumental,Victor,Acoustic,Enrique Delfino,,,17-26 / Acoustic,,,Osvaldo Fresedo,
Osvaldo Fresedo,Osvaldo Fresedo,9/3/1920,Nueva York,Tango,Instrumental,Victor,Acoustic,Enrique Delfino,,,17-26 / Acoustic,,,Osvaldo Fresedo,
Osvaldo Fresedo,Orquesta Típica Fresedo,4/20/1922,Firulete,Tango,Instrumental,Victor,Acoustic,Raúl Galmarini,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/24/1922,Mi Refugio,Tango,Instrumental,Victor,Acoustic,Juan Carlos Cobián,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","Agesilao Ferrazzano, David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/26/1922,Siete Pelos,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,Juan Carlos Cobián,"R. Leopoldo Thompson, Francisco Ortega (saxophone)","Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/8/1922,Biscuit,Tango,Instrumental,Victor,Acoustic,Juan Carlos Cobián,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/8/1922,Sangre Azul,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/20/1922,Snobismo,Tango,Instrumental,Victor,Acoustic,Juan Carlos Cobián,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/23/1922,Firpo,Tango,Instrumental,Victor,Acoustic,Adolfo Avilés,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/23/1922,Lina,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/15/1922,Gracia Porteña,Tango,Instrumental,Victor,Acoustic,Salvador Merico,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/15/1922,Mario,Tango,Instrumental,Victor,Acoustic,Juan Carlos Cobián,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/21/1922,Elegante Papirusa,Tango,Instrumental,Victor,Acoustic,David Roccatagliata,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/21/1922,Penando,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/8/1922,Razón 5A,Tango,Instrumental,Victor,Acoustic,Eduardo Bianco,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/11/1922,La Copa Del Olvido,Tango,Instrumental,Victor,Acoustic,Enrique Delfino,Alberto Vacarezza,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/11/1922,L'Adivina,Tango,Instrumental,Victor,Acoustic,Juan Carlos Cobián,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/25/1922,Almita Herida,Tango,Instrumental,Victor,Acoustic,Juan Carlos Cobián,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/25/1922,El Cisne,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/25/1922,En Galicia Hay Una Niña,Tango,Instrumental,Victor,Acoustic,Enrique Maciel,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/25/1922,Los Dopados,Tango,Instrumental,Victor,Acoustic,Juan Carlos Cobián,Enrique Cadícamo,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/28/1922,El Beso De Muerte,Tango,Instrumental,Victor,Acoustic,Osman Pérez Freire,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David “Tito” Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/28/1922,Sollozos,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","Agesilao Ferrazzano, David “Tito” Roccatagliata"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/20/1922,Peligro Oculto,Tango,Instrumental,Victor,Acoustic,A. Loduca,,,17-26 / Acoustic,Juan Carlos Cobián,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David ""Tito"" Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,10/4/1922,Sol Y Sombra,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,José María Rizzuti,R. Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David ""Tito"" Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,10/24/1922,Elvirita,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,Juan Carlos Cobián,Leopoldo Thompson,"Osvaldo Fresedo, Alberto Rodríguez","David ""Tito"" Roccatagliata, Manlio Francia"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/9/1922,Fuego Lento,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","David ""Tito"" Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/9/1922,Ta-Te-Ti,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","David ""Tito"" Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1922,El Chinchorro,Tango,Instrumental,Victor,Acoustic,Nerón Ferrazzano,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","David ""Tito"" Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/15/1922,Reflejos,Tango,Instrumental,Victor,Acoustic,Julián Dibasto,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","David ""Tito"" Roccatagliata, Manlio Francia, Agesilao Ferrazzano"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/27/1922,De Buen Agüero,Tango,Instrumental,Victor,Acoustic,Luis Piva; Humberto Piva,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/27/1922,Modulando,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/27/1922,Por Fin Solos,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/27/1922,Qué Rubia Papa!,Tango,Instrumental,Victor,Acoustic,Lía Acuña de Andreoni,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,11/28/1922,La Muñeca,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/11/1922,Queja Campera,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/13/1922,La Caprichosa,Tango,Instrumental,Victor,Acoustic,José Baralis,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/18/1922,Cabecita Rubia,Tango,Instrumental,Victor,Acoustic,Osman Pérez Freire,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/18/1922,Chelín,Tango,Instrumental,Victor,Acoustic,Nerón Ferrazzano,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/18/1922,Yo Te Condeno,Tango,Instrumental,Victor,Acoustic,Pedro Numa Córdoba,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/20/1922,Hasta Dempsey... No Para,Tango,Instrumental,Victor,Acoustic,Alpidio Fernández,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/20/1922,Primer Amor,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/20/1922,Qué Racha!,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,12/20/1922,Rico,Tango,Instrumental,Victor,Acoustic,Luis Petrucelli,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Agesilao Ferrazzano, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/20/1923,Cenizas,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,3/30/1923,Ídolos,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/17/1923,Melenita,Tango,Instrumental,Victor,Acoustic,Emilio Cárcano,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,4/17/1923,Ramas De Sauce,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/4/1923,La Señal,Tango,Instrumental,Victor,Acoustic,Esteban González,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/4/1923,Meco,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/13/1923,Tacuarembó,Tango,Instrumental,Victor,Acoustic,Alberto Rodríguez,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/15/1923,Los Rosales,Tango,Instrumental,Victor,Acoustic,Alberto Rodríguez,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/15/1923,Queridita Mía,Tango,Instrumental,Victor,Acoustic,Auguste Maurage,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,5/18/1923,Te Fuiste,Tango,Instrumental,Victor,Acoustic,Saverio Pubeio,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,6/11/1923,Atropellando,Tango,Instrumental,Victor,Acoustic,Luis d'Andrea,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,6/11/1923,El Último Beso,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,6/19/1923,Almagro,Tango,Instrumental,Victor,Acoustic,Antonio Cipolla,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,6/19/1923,Penas De Amor,Tango,Instrumental,Victor,Acoustic,Celia Amicarelli,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,6/29/1923,Manantial,Tango,Instrumental,Victor,Acoustic,Pascual Mazzeo,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,6/29/1923,Mi Criollita,Tango,Instrumental,Victor,Acoustic,Francisco Esmella,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/12/1923,La Garçonne,Tango,Instrumental,Victor,Acoustic,Antonio Cipolla,Francisco Bastardi,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/12/1923,Vida Cruel,Tango,Instrumental,Victor,Acoustic,Vincent de Cicco,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/27/1923,Algo Bueno,Tango,Instrumental,Victor,Acoustic,Alfonso Gagliano; Pedro Gagliano,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/27/1923,Alma Mía!,Tango,Instrumental,Victor,Acoustic,Emilio Ferrer,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/27/1923,Tristeza Gaucha,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/31/1923,El Encuentro,Tango,Instrumental,Victor,Acoustic,Emilio Ferrer,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,7/31/1923,Mi Reliquia,Tango,Instrumental,Victor,Acoustic,Manuel Parada,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/8/1923,De Antaño,Tango,Instrumental,Victor,Acoustic,Alberto Rodríguez,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/8/1923,La Ratona,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/8/1923,Salve!,Tango,Instrumental,Victor,Acoustic,Antonio Cipolla,Francisco Bastardi,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/14/1923,Mano Larga,Tango,Instrumental,Victor,Acoustic,Juan Polito,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/24/1923,La Pesadilla,Tango,Instrumental,Victor,Acoustic,José Rizzuti,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,8/24/1923,Meco,Tango,Instrumental,Victor,Acoustic,Manlio Francia,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/5/1923,Cervantes,Tango,Instrumental,Victor,Acoustic,Alberico Spátola,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/5/1923,El Camote,Tango,Instrumental,Victor,Acoustic,José Cruz,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/5/1923,Mi Maga,Tango,Instrumental,Victor,Acoustic,Raúl Ruiz Moreno,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/10/1923,Deshojando,Tango,Instrumental,Victor,Acoustic,Francisco Esmella,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/10/1923,El Vividor,Tango,Instrumental,Victor,Acoustic,Delmiro Pereyra,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/10/1923,Loca Pasión,Tango,Instrumental,Victor,Acoustic,María G. de Michaelsen,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/10/1923,Mi Querer,Tango,Instrumental,Victor,Acoustic,Orestes Spadone,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/17/1923,Murió La Pebeta,Tango,Instrumental,Victor,Acoustic,Fernando Navarrete,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/24/1923,Bien Frappée,Tango,Instrumental,Victor,Acoustic,Ángel Maffia,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/24/1923,Fresedo,Tango,Instrumental,Victor,Acoustic,Julio De Caro,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
Osvaldo Fresedo,Orquesta Típica Fresedo,9/24/1923,Gratos Recuerdos,Tango,Instrumental,Victor,Acoustic,Osvaldo Fresedo,,,17-26 / Acoustic,José María Rizzuti,Carmelo Mutarelli,"Osvaldo Fresedo, Alberto Rodríguez","Manlio Francia, Jean Koller"
