Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneon,Strings
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/4/1959,El Piropo,Tango,Lalo Martel,Odeón,Tape,Felix Blanco,José Rótulo,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/20/1959,Muñeca Brava,Tango,Lalo Martel,Odeón,Tape,Luis Visca,Enrique Cadícamo,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/5/1959,Si Nos Queremos Todavía,Tango,Juan Carlos Godoy,Odeón,Tape,Héctor Gentile,Ángel Di Rosa,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/20/1959,Al Mundo Le Falta Un Tornillo,Tango,Lalo Martel,Odeón,Tape,José Aguilar,Enrique Cadícamo,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/20/1959,Vuelve Amor,Tango,Juan Carlos Godoy,Odeón,Tape,Roberto Rufino,Reinaldo Yiso,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/18/1959,Entre Tu Amor Y Mi Amor,Tango,Juan Carlos Godoy,Odeón,Tape,Juan Pomati,Leopoldo Díaz Vélez,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/18/1959,Orgullo Tanguero,Tango,Lalo Martel,Odeón,Tape,Luis Stazo,Enrique Cadícamo (Domingo Enrique Cadícamo),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/13/1959,Así Nació Esta Milonga,Milonga,Lalo Martel,Odeón,Tape,Ángel Cabral,Sara Rainer,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/13/1959,Más Allá Del Corazón,Tango,Juan Carlos Godoy,Odeón,Tape,Juan Pomati,Reinaldo Yiso (Reinaldo Ghiso),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/13/1959,Amarrete,Tango,,Odeón,Tape,Pacífico Lambertucci; Luis Corragio,,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/13/1959,Re Fa Si,Tango,,Odeón,Tape,Enrique Delfino,,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/20/1959,A tu memoria madrecita,Vals,Juan Carlos Godoy,Odeón,Tape,Alberto Cosentino,Alberto Cosentino,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/20/1959,No Aflojés,Tango,Lalo Martel,Odeón,Tape,Pedro Maffia; Sebastián Piana,Mario Battistella,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/21/1959,Abuela,Tango,Juan Carlos Godoy y Lalo Martel,Odeón,Tape,Hipólito Caron,Ricardo Otero,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/21/1959,Felicidad,Tango,Juan Carlos Godoy,Odeón,Tape,Alfredo Angelis,José Rótulo,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/16/1960,Bonita,Tango,Juan Carlos Godoy,Odeón,Tape,Ángel Vilar; Guillermo Vilar,Santiago Adamini,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/16/1960,Que Dios te perdone,Vals,Juan Carlos Godoy y Lalo Martel,Odeón,Tape,Félix Blanco,Félix Blanco,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/17/1960,Guitarra De Ausencia,Tango,Juan Carlos Godoy,Odeón,Tape,Arturo Gallucci,Yaraví (Silvestre Ítalo Gianetti),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/17/1960,La Manzanita,Milonga,Lalo Martel,Odeón,Tape,Carlos Lázzari; Juan Polito; Ángel Gatti,Palmer (Carlos Ángel Lázzari); F. Lila (Juan Polito); A. Velmar (Ángel Roque Gatti),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/30/1960,Ruiseñor De Puente Alsina,Tango,Lalo Martel,Odeón,Tape,Wenceslao Domingo; Wellington Cinosi,Sara Rainer,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/30/1960,Y Olvida Corazón,Tango,Juan Carlos Godoy,Odeón,Tape,Juan Pomati,Leopoldo Díaz Vélez,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/19/1960,T.B.C.,Tango,Lalo Martel,Odeón,Tape,Ascanio Donato,Roberto Fontaina; Víctor Soliño,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/19/1960,Un Duende Nada Más,Tango,Juan Carlos Godoy,Odeón,Tape,Tito Ferrari,Juan Birome (Alberto Manuel Genaro Coria),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/28/1960,Pastorcita de amancay,Vals,Lalo Martel,Odeón,Tape,Chito Speciali,Chito Galindo (Juan Carlos Speciali),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/28/1960,Tu Olvido Y Yo,Tango,Juan Carlos Godoy,Odeón,Tape,Manuel Sucher,Roberto Lambertucci,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/22/1960,Chau Pebeta,Tango,Lalo Martel,Odeón,Tape,Leo Lipesker,Mario Bustos,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/22/1960,Maldito corazón,Vals,Juan Carlos Godoy,Odeón,Tape,Ángel Amato,Reinaldo Yiso (Reinaldo Ghiso),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/26/1961,Llevame Carretero,Tango,Juan Carlos Godoy,Odeón,Tape,Manuel Parada,José Cicarelli,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/26/1961,Chistando,Tango,Lalo Martel,Odeón,Tape,Francisco Canaro,Francisco Canaro,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/28/1961,A La Gran Muñeca,Tango,,Odeón,Tape,Jesús Ventura,Miguel Osés,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/28/1961,Malambo,Tango,,Odeón,Tape,Alfredo Angelis,José Rótulo,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/8/1961,Angélica,Vals,Juan Carlos Godoy,Odeón,Tape,Roberto Cambaré,Roberto Cambaré,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/8/1961,Blanca Nieve,Milonga,Lalo Martel,Odeón,Tape,Chichi De Angelis,Pepe Pirry (José Rótulo),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/15/1961,A La Criolla,Tango,,Odeón,Tape,Anselmo Aieta,Francisco García Jiménez,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/15/1961,Flores Negras,Tango,,Odeón,Tape,Francisco Caro,Mario César Gomila,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/21/1961,Meta Garufa,Tango,Lalo Martel,Odeón,Tape,Mario Bustos; León Lípesker,Mario Bustos (Mario Nazareno Álvarez); Riel (León Lípesker),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/21/1961,Tres Compadres,Tango,,Odeón,Tape,Luis Stazo; Guillermo Vilar; Américo Pinella,,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/29/1961,La Cumparsita,Tango,,Odeón,Tape,Gerardo Rodríguez,Pascual Contursi; Enrique Pedro Maroni; Gerardo Hernán Matos Rodríguez,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/29/1961,Ni Tú Ni Yo,Tango,Juan Carlos Godoy,Odeón,Tape,Juan Pomati,Reinaldo Yiso (Reinaldo Ghiso),,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/21/1961,Locura Locura,Tango,Juan Carlos Godoy,Odeón,Tape,Manuel Sucher,Roberto Cantoral,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/21/1961,Yira Yira,Tango,Lalo Martel,Odeón,Tape,Enrique Discépolo,Enrique Santos Discépolo,,"Rodríguez 1st bando, Braña 1st violin (1956-61)",Alfredo De Angelis,Hugo Besnatti,"Juan Miguel Rodríguez, Carlos Cubría, Américo Pinelli, Guillermo Vilar, Alfredo Dafuncio","Víctor Braña, Wenceslao Cinosi, Hipólito Caron, Ángel Vilar"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/30/1962,Desagradecida,Vals,Lalo Martel,Odeón,Tape-S,Ángel Amato,Merlo / Reinaldo Yiso (Reinaldo Ghiso),,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/30/1962,Sólo Quiero Ser Feliz,Tango,Juan Carlos Godoy,Odeón,Tape-S,Antonio Sciacca; Domingo Pranteda,Pedro Gregorio Galelli,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/28/1962,No Tengo Contra,Tango,,Odeón,Tape-S,Wenceslao Cinosi; Wellington Cinosi,,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/28/1962,"Tango Y Turf (Leguisamo Solo, Bajo Belgrano, Domingo, Uno Y Uno, Palermo)",Tango,Juan Carlos Godoy y Lalo Martel,Odeón,Tape-S,Various,Various,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/12/1962,Mon Cherie (Mi Querida),Tango,Juan Carlos Godoy,Odeón,Tape-S,Alfredo Angelis,José Rótulo,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/25/1962,El Sonsonete,Tango,Lalo Martel,Odeón,Tape-S,Carlos Figari; Enrique Rodríguez,José Rótulo,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/25/1962,Hasta Callao No Más,Milonga,Juan Carlos Godoy,Odeón,Tape-S,Azucena Maizani,Mara (Elena R. Pistoia de Lepper),,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/10/1962,Si Me Esperaras A Mí,Tango,Lalo Martel,Odeón,Tape-S,Don Rebecchi,Alfonso Casini,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/27/1962,Qué Tenés Que Hablar De Mi,Tango,Lalo Martel,Odeón,Tape-S,Riel Lipesker,Abel Aznar (Abel Mariano Aznar),,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/27/1962,Señor No Me La Quites,Tango,Juan Carlos Godoy,Odeón,Tape-S,Carlos Cubría,Hércules Calvi,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/3/1963,Sin Aliento,Tango,,Odeón,Tape-S,Gigí De Angelis,,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/3/1963,Tropero Soy,Tango,Juan Carlos Godoy y Lalo Martel,Odeón,Tape-S,Arturo Gallucci,Yaraví (Italo Silvestre Gianetti),,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/25/1963,Amar Hasta Morir,Tango,Juan Carlos Godoy,Odeón,Tape-S,Antonio Fassa,Jorge Burbridge,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/25/1963,Carta Para Renée,Tango,Roberto Mancini,Odeón,Tape-S,Manuel Sucher,Marvil (Elizardo Martínez Vila),,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/30/1963,Loco por ti,Vals,Juan Carlos Godoy y Roberto Mancini,Odeón,Tape-S,Trío Álvarez,Félix Abdón Blanco,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/25/1963,Mi Malacara Y Yo,Tango,Juan Carlos Godoy y Roberto Mancini,Odeón,Tape-S,Luis Stazo,Federico Silva,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/29/1963,Mujercita,Tango,Roberto Mancini,Odeón,Tape-S,Hipólito Caron,Hipólito Caron,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/29/1963,Un Mendigo,Tango,Juan Carlos Godoy,Odeón,Tape-S,Juan Pomati,Reinaldo Yiso,,"Stazo 1st bando, Cinosi 1st violin (1962-67)",Alfredo De Angelis,Hugo Besnatti,"Luis Stazo, Carlos Cubría, Américo Pinelli, Guillermo Vilar","Wenceslao Cinosi, Ángel Vilar, Hipólito Caron, Germán Ojeda, Hamlet Cicero "
