Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneon,Strings
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/23/1943,Marioneta,Tango,Floreal Ruiz,Odeón,78rpm,Juan Guichandut,Armando José María Tagini,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/23/1943,Qué Buena Es,Tango,Julio Martel y Nestor Rodi,Odeón,78rpm,Armando Ferreiro,Hipólito Oneca (Hipólito Vicente Benedetto Oneca),,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/10/1943,Buenos Aires De Ayer,Milonga,Julio Martel y Nestor Rodi,Odeón,78rpm,Alfredo Ángelis; Pascual Bulotta,Néstor Rodi; Ricardo Olcese,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/10/1943,Dejame Así,Tango,Floreal Ruiz,Odeón,78rpm,Víctor Braña; Domingo Triguero,Oscar Rubens (Oscar Rubistein),,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/4/1943,Como Se Muere De Amor,Tango,Floreal Ruiz y Nestor Rodi,Odeón,78rpm,Daniel Álvarez,Daniel Héctor Álvarez,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/4/1943,Pura Maña,Tango,Instrumental,Odeón,78rpm,Pedro Maffía,,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,2/29/1944,Bajo El Cono Azul,Tango,Floreal Ruiz y Nestor Rodi,Odeón,78rpm,Alfredo Angelis,Carmelo Volpe,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,2/29/1944,Ya Sé Que Siguen Hablando,Tango,Julio Martel,Odeón,78rpm,Héctor Palacios,Iván Diez (Augusto Arturo Martini),,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/28/1944,Cero Al As,Tango,Floreal Ruiz,Odeón,78rpm,Arturo Gallucci,Francisco Bohigas,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/28/1944,Mi Novia De Ayer,Vals,Floreal Ruiz,Odeón,78rpm,Arturo Gallucci,Barreiros Bazán (José Barreiro Soliño),,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/3/1944,La Cumparsita,Tango,Nestor Rodi,Odeón,78rpm,Gerardo Rodríguez,Gerardo Hernán Matos Rodríguez,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/3/1944,Madre,Tango,Floreal Ruiz,Odeón,78rpm,Francisco Pracánico,Verminio Servetto,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/31/1944,De Igual A Igual,Tango,Julio Martel y Nestor Rodi,Odeón,78rpm,Rodolfo Sciammarella,Rodolfo Sciammarella,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/31/1944,La Guitarrera,Milonga,Floreal Ruiz,Odeón,78rpm,Francisco Brancatti,Rafael Dadino,,Before Dante (1943-44),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/29/1944,El Tropero Del Amor,Tango,Carlos Dante,Odeón,78rpm,Teófilo Lespés,Yaraví (Italo Silvestre Gianetti),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/29/1944,Soñar Y Nada Más,Vals,Carlos Dante y Julio Martel,Odeón,78rpm,Francisco Canaro,Ivo Pelay (seudónimo de Guillermo Juan Robustiano Pichot),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/10/1944,Campanita,Tango,Julio Martel,Odeón,78rpm,Juan Polito,Salvador Polito,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/10/1944,Melenita De Oro,Tango,Carlos Dante,Odeón,78rpm,Carlos Flores,Samuel Linnig,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/23/1944,Cruz De Palo,Tango,Carlos Dante,Odeón,78rpm,Guillermo Barbieri,Enrique Cadícamo (Domingo Enrique Cadícamo),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/23/1944,Parece Un Cuento,Tango,Julio Martel,Odeón,78rpm,Lalo Etchegoncelay,José Rotulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/27/1944,El Vals De Nochebuena,Vals,Carlos Dante,Odeón,78rpm,Domingo Losso,Néstor Rodi,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/18/1944,Va Llegando Gente Al Baile,Tango,Julio Martel,Odeón,78rpm,Félix Lípesker,Lito Bayardo (Manuel Juan García Ferrari),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/9/1945,El Pial,Tango,Instrumental,Odeón,78rpm,Agustín Bardi,,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/9/1945,La Mañana,Milonga,Julio Martel,Odeón,78rpm,Miguel Bucino,Miguel Bucino (Miguel Eusebio Bucino),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/9/1945,Nieve De Amor,Tango,Carlos Dante,Odeón,78rpm,Alberto Talián; Eduardo Talián,Horacio Sanguinetti (Horacio Basterra),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/9/1945,No Me Importa Su Amor,Tango,Carlos Dante,Odeón,78rpm,José Dames,Enrique Cadícamo (Domingo Enrique Cadícamo),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/26/1945,Cuando Tú Me Quieras,Tango,Carlos Dante,Odeón,78rpm,Agesilao Ferrazzano; Julio Pollero,Francisco Bohigas,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/26/1945,Pregonera,Tango,Carlos Dante y Julio Martel,Odeón,78rpm,Alfredo Angelis,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/4/1945,Acordes Porteños,Tango,Julio Martel,Odeón,78rpm,Francisco Laino,Francisco Laino,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/4/1945,Ya Estamos Iguales,Tango,Carlos Dante,Odeón,78rpm,Anselmo Aieta,Francisco García Jiménez,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/8/1945,Altar Sin Luz,Tango,Julio Martel,Odeón,78rpm,Guillermo Vilar,Antonio Timarni (Iván Diez),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/8/1945,Ilusión Azul,Vals,Carlos Dante,Odeón,78rpm,Arquímedes Arci,Arquímedes Arci,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/17/1945,No No Me Abandones,Tango,Julio Martel,Odeón,78rpm,Héctor Grané,Justo Ricardo Thompson,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/17/1945,Un Tango Y Nada Más,Tango,Julio Martel,Odeón,78rpm,Armando Lacava; Juan Pomati,Carlos Waiss,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/10/1945,Por Eso Grito,Tango,Julio Martel,Odeón,78rpm,Edgardo Donato,César Córdoba (César José Fábregas),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/31/1945,Vieja Luna,Tango,Carlos Dante,Odeón,78rpm,Arturo Gallucci,Celedonio Esteban Flores,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/11/1945,Rendido,Tango,Julio Martel,Odeón,78rpm,Alfredo Cordisco,Alberto Andrés Leiva (Abraham Israel Akerman),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/11/1945,Soy Un Arlequín,Tango,Carlos Dante,Odeón,78rpm,Enrique Discépolo,Enrique Santos Discépolo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/29/1945,Mentiras Piadosas,Tango,Carlos Dante,Odeón,78rpm,Pedro Pandolfi; Miguel Nijenshon,Carlos Marín (Carlos Manuel Marín),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,10/30/1945,Ivón,Tango,Julio Martel,Odeón,78rpm,Luis Visca,Horacio Sanguinetti,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/13/1945,Del Pasado,Milonga,Carlos Dante y Julio Martel,Odeón,78rpm,Francisco Marino,Francisco Alfredo Marino,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/13/1945,Para Qué Te Quiero Tanto,Tango,Carlos Dante,Odeón,78rpm,Juan Larenza,Cátulo Castillo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/13/1945,Aquí He Venido A Cantar,Tango,Julio Martel,Odeón,78rpm,Fulvio Salamanca,Carlos Bahr (Carlos Andrés Bahr),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,12/13/1945,Sirva Otra Copa,Tango,Carlos Dante,Odeón,78rpm,Arturo Gallucci,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/7/1946,El Entrerriano,Tango,Instrumental,Odeón,78rpm,Anselmo Mendizábal,Ernesto Temes (Julián Porteño) / Homero Expósito / H. Semino / S. Retondaro / Vicente Planells del Campo / Oscar Amor,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,1/7/1946,Pobre Flor ,Vals,Carlos Dante y Julio Martel,Odeón,78rpm,Luis Mottolese,Víctor Spindola,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/1/1946,Carnaval,Tango,Carlos Dante,Odeón,78rpm,Anselmo Aieta; Francisco Jiménez,Francisco García Jiménez,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/1/1946,Hoy Al Recordarla,Tango,Julio Martel,Odeón,78rpm,José Canet,José Canet,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/29/1946,Para Mí Lo Mismo Dá,Tango,Carlos Dante,Odeón,78rpm,Alberto Talián; Eduardo Talián,Santiago Adamini,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,3/29/1946,Y No Volvió,Tango,Julio Martel,Odeón,78rpm,Carlos Cubría; Héctor Gentile,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/26/1946,El Mayoral Del Tranvía,Milonga,Julio Martel,Odeón,78rpm,Francisco Laino; Carlos Mayel,Francisco Laino; Carlos Mayel,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,4/26/1946,La Brisa,Tango,Carlos Dante,Odeón,78rpm,Francisco Canaro; Juan Canaro,Juan Andrés Caruso,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/24/1946,Esa Noche,Vals,Julio Martel,Odeón,78rpm,Tito Ribero,Carlos Waiss,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,5/24/1946,Remolino,Tango,Carlos Dante y Julio Martel,Odeón,78rpm,Alfredo Ángelis,José Rótulo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/28/1946,Con Alma De Tango,Tango,Carlos Dante,Odeón,78rpm,Juan D'Arienzo,Carlos Waiss,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,6/28/1946,El Chañar,Tango,Instrumental,Odeón,78rpm,Eduardo Arolas,Gabriel Clausi,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/11/1946,En La Noche De Tus Ojos,Tango,Carlos Dante,Odeón,78rpm,Pacífico Lambertucci,Francisco García Jiménez,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,7/11/1946,Melodía Gris,Tango,Julio Martel,Odeón,78rpm,Raúl Bruno,Ricardo Duggan (Fermín Carballeda),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/23/1946,La Vida Me Engañó,Tango,Julio Martel,Odeón,78rpm,Alfonso Casini,Marvil (Elizardo Martínez Vilas),,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,8/23/1946,Tiene Razón Amigazo,Tango,Julio Martel,Odeón,78rpm,Alfredo Calabró,Enrique Dizeo,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/25/1946,Así Es Ninón,Tango,Carlos Dante,Odeón,78rpm,Juan Larenza,Marsilio Robles,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,9/25/1946,El Taladro,Tango,Instrumental,Odeón,78rpm,Alfredo Angelis,,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
Alfredo De Angelis,Orquesta Alfredo De Angelis,11/7/1946,Justicia Criolla,Tango,Carlos Dante,Odeón,78rpm,Rafael Iriarte,Francisco Brancatti,,Dante + Martel Duo (1944-50),Alfredo De Angelis,Hugo Besnatti,"Carlos Cubría, Eduardo Talián, Guillermo Vilar, Alfredo Dafuncio, Jorge Musante","Wenceslao Cinosi, Ángel Vilar, Hamlet Cicero, Hipólito Caron"
