Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/26/1956,Marrón Y Azul,Tango,Instrumental,Odeón,Tape,Astor Piazzolla,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/26/1956,Mentiras,Tango,Montero y Maciel,Odeón,Tape,Juan Reyes,Juan Reyes,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,4/4/1957,Los Largos Del Pibe,Tango,Miguel Montero,Odeón,Tape,Samuel Pribluda; Roberto Rufino; Enrique Lary,Samuel Pribluda; Roberto Rufino; Enrique Lary,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,4/4/1957,Y Sigo Esperando,Tango,Jorge Maciel,Odeón,Tape,Cayetano Ziccaro,Juan Velich,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/13/1957,Pata Ancha,Tango,Instrumental,Odeón,Tape,Mario Demarco,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/13/1957,La Novia Del Suburbio,Tango,Jorge Maciel,Odeón,Tape,Roberto Rufino,Agustín Minotti,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/24/1957,La Conciencia,Tango,Miguel Montero,Odeón,Tape,Emilio Barros,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/24/1957,Un Tango Para El Recuerdo,Tango,Jorge Maciel,Odeón,Tape,Rafael Bagno,Antonio Cantó,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/10/1957,Cachá Viaje,Tango,Miguel Montero,Odeón,Tape,Jaime Cardenal,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/10/1957,En Otros Caminos,Tango,Montero y Maciel,Odeón,Tape,Guillermo Pariente,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/25/1957,Yunta De Oro,Tango,Instrumental,Odeón,Tape,Osvaldo Ruggiero,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/25/1957,No Me Hablen De Ella,Tango,Jorge Maciel,Odeón,Tape,Tití Rossi; Jorge Moreira,Tití Rossi; Jorge Moreira,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/18/1957,Pa' La Muchachada,Tango,Miguel Montero,Odeón,Tape,Carlos Jonsson,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/18/1957,Perla Fina,Tango,Jorge Maciel,Odeón,Tape,Juan Lotito; Norberto Lotito,Vladimiro Vega,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/2/1958,Corazoneando,Tango,Instrumental,Odeón,Tape,Osvaldo Pugliese,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/2/1958,Gente Amiga,Tango,Instrumental,Odeón,Tape,Ismael Spitalnik,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/16/1958,Julie,Tango,Instrumental,Odeón,Tape,Enrique Alessio; Carlos Lázzari,,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/16/1958,Gurisa,Tango,Miguel Montero,Odeón,Tape,Amitor Vidal,Enrique Satur,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/26/1958,Buen Amigo,Tango,Instrumental,Odeón,Tape,Julio Caro,Juan Catán,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/26/1958,Quién,Tango,Jorge Maciel,Odeón,Tape,Osvaldo Manzi,Luis Lira,,51-60 / Mature Sound ,Osvaldo Manzi,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/29/1958,Adiós Corazón,Tango,Jorge Maciel,Odeón,Tape,Lalo Etchegoncelay,Héctor Sapelli,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/29/1958,Che Cristóbal,Tango,Miguel Montero,Odeón,Tape,Orlando Calautti,Elbio Vallejo,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1958,Acquaforte,Tango,Miguel Montero,Odeón,Tape,Horacio Pettorossi,Juan Catán,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1958,Las Tres Banderas,Tango,Jorge Maciel,Odeón,Tape,Roberto Rufino,Carlos Russo,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/6/1958,La Bordona,Tango,Instrumental,Odeón,Tape,Emilio Balcarce,,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/6/1958,Qué Pinturita,Tango,Instrumental,Odeón,Tape,Esteban Gilardi,,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/19/1958,Unión Cívica,Tango,Instrumental,Odeón,Tape,Domingo Cruz,,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/19/1958,Dicha Pasada,Tango,Miguel Montero,Odeón,Tape,Guillermo Barbieri,Guillermo Barbieri,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/10/1958,Alma De Bohemio,Tango,Instrumental,Odeón,Tape,Roberto Firpo,Juan Caruso,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/10/1958,Porqué Me La Nombran,Tango,Jorge Maciel,Odeón,Tape,Tití Rossi,Ernesto Paredes; Carlos Russo,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Esteban Gilardi, Ismael Spitalnik","Oscar Herrero, Enrique Camerano, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1959,Gallo Ciego,Tango,Instrumental,Odeón,Tape,Agustín Bardi,,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1959,El Pañuelito,Tango,Jorge Maciel,Odeón,Tape,Juan Filiberto,Gabino Peñaloza,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1959,Mamita,Tango,Jorge Maciel,Odeón,Tape,Ángel Danesi,Francisco Bohigas,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1959,Quejumbroso,Tango,Instrumental,Odeón,Tape,Oscar Herrero,,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1959,Si Nace Chancleta,Tango,Jorge Maciel,Odeón,Tape,Mario Demarco,Vicente Bonvissuto,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/23/1959,Y No Podrás Querer,Tango,Jorge Maciel,Odeón,Tape,Vicente Demarco,Silvio Marinucci,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/24/1959,Sentencia,Tango,Ricardo Medina,Odeón,Tape,Pedro Maffia,Celedonio Flores,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/24/1959,Y No Le Erré,Tango,Ricardo Medina,Odeón,Tape,Carlos Olmedo,Abel Aznar,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/6/1959,La Cumparsita,Tango,Maciel y Guido,Odeón,Tape,Gerardo Rodríguez,,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/6/1959,Silencio,Tango,Jorge Maciel,Odeón,Tape,Carlos Gardel; Horacio Pettorossi,Alfredo Pera; Horacio Pettorossi,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/7/1959,Dónde Estás,Tango,Jorge Maciel,Odeón,Tape,Manuel Sucher,Carlos Bahr,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/7/1959,Por Un Cariño,Tango,Maciel y Guido,Odeón,Tape,J. Demon,Gerardo Alcázar,,51-60 / Mature Sound ,Osvaldo Pugliese / Ernesto Romero,Aniceto Rossi,"Osvaldo Ruggiero, Mario Demarco, Ismael Spitalnik, Victor Lavallén","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/15/1960,A Los Amigos,Tango,Instrumental,Odeón,Tape-S,Armando Pontier,,,51-60 / Mature Sound ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/15/1960,Un Lamento,Tango,Jorge Maciel,Odeón,Tape-S,Graciano Leone,Pedro Córdoba,,51-60 / Mature Sound ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola), Andriano Fanelli (Cello) ",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/20/1960,La Vieja Vale Más,Tango,Jorge Maciel,Stentor,Tape,Juan Lotito,Vicente Demarco,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/10/1960,Vamos Tropilla,Tango,Maciel y Belusi,Stentor,Tape,Emilio Balcarce,Julio Camilloni,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/20/1960,Amigazo,Tango,Alfredo Belusi,Stentor,Tape,Juan Filiberto,Francisco Brancatti; Juan Velich,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/20/1960,Con Voz Rebelde,Tango,Alfredo Belusi,Stentor,Tape,Eduardo Corti,Carlos Zein,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/20/1960,Malambeao,Tango,Instrumental,Stentor,Tape,Osvaldo Ruggiero,,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/10/1960,Arrabal,Tango,Instrumental,Stentor,Tape,José Pascual,,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/18/1960,Melenita De Oro,Tango,Jorge Maciel,Stentor,Tape,Carlos Flores,Samuel Linnig,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/28/1960,Baldosa Floja,Milonga,Maciel y Belusi,Stentor,Tape,Florindo Sassone; Julio Boccazzi,Dante Gilardoni,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/29/1960,Nonino,Tango,Instrumental,Stentor,Tape,Astor Piazzolla,,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/30/1960,No Tengo La Culpa,Tango,Alfredo Belusi,Stentor,Tape,Carlos Olmedo,Arturo Torre,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/2/1960,Muchachita Del Amanecer,Tango,Jorge Maciel,Stentor,Tape,Osvaldo Pugliese,,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/12/1960,Sueño Malevo,Tango,Alfredo Belusi,Stentor,Tape,Leo Lipesker,Abel Aznar,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-04,Milonga Para Fidel,Milonga,,Stentor,Tape,Osvaldo Pugliese,Domingo Arce,,60-61 / Stentor ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-06,Malambeao,Tango,Instrumental,Philips,Tape,Osvaldo Ruggiero,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-06,Corrientes Bajo Cero,Tango,Alfredo Belusi,Philips,Tape,Roberto Chanel,Aldo Queirolo,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1961-07,Nonino,Tango,Instrumental,Philips,Tape,Astor Piazzolla,,,61-68 / Phillips ,Osvaldo Pugliese ,Alcides Rossi,"Osvaldo Ruggiero, Victor Lavallén, Julián Plaza, Arturo Penón","Oscar Herrero, Julio Carrasco, Emilio Balcarce, Norberto Bernasconi (Viola)",,,,,,,,,,
