Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/2/1947,Sin Palabras,Tango,Alberto Morán,Odeón,78rpm,Mariano Mores,Enrique Discépolo,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/28/1947,Ilusión Marina,Vals,Alberto Morán,Odeón,78rpm,Antonio Sureda,Gerónimo Sureda,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/28/1947,Ojos Maulas,Tango,Roberto Chanel,Odeón,78rpm,Luis Bernstein,Alfredo Roldán,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/27/1947,Cafetín,Tango,Alberto Morán,Odeón,78rpm,Argentino Galván,Homero Expósito,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/27/1947,Yo Te Bendigo,Tango,Roberto Chanel,Odeón,78rpm,Juan Filiberto,Juan Bruno,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,4/28/1947,N.N.,Tango,Instrumental,Odeón,78rpm,Osvaldo Ruggiero,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,4/28/1947,Desilusión,Tango,Alberto Morán,Odeón,78rpm,Lito Bayardo,Lito Bayardo,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/10/1947,Amiga,Tango,Roberto Chanel,Odeón,78rpm,Carlos Viván,Horacio Sanguinetti,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/10/1947,Escúchame Manón,Tango,Roberto Chanel,Odeón,78rpm,Francisco Pracánico,Roberto Chanel; Claudio Frollo,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/19/1947,Jueves,Tango,Instrumental,Odeón,78rpm,Rafael Rossi; Udelino Toranzo,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/19/1947,En Secreto,Tango,Alberto Morán,Odeón,78rpm,Vicente Demarco,Alfredo Roldán,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/14/1947,Cabecitas Blancas,Tango,Roberto Chanel,Odeón,78rpm,Alberto Pugliese,Enrique Dizeo,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/14/1947,El Mareo,Tango,Chanel y Morán,Odeón,78rpm,Julio Caro,Mario Gomila,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/1/1947,El Buscapié,Tango,Instrumental,Odeón,78rpm,José Dames,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/1/1947,Andá Que Te Cure Lola,Milonga,Roberto Chanel,Odeón,78rpm,Luis Caruso,Luis Caruso,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/16/1947,Entrada Prohibida,Tango,Instrumental,Odeón,78rpm,Luis Teisseire,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/16/1947,Bolero,Tango,Roberto Chanel,Odeón,78rpm,Santos Lipesker,Reinaldo Yiso,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Jaime Tursky",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,4/6/1948,Déjame En Paz,Tango,Alberto Morán,Odeón,78rpm,Américo Actis,Oscar Rubens,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,4/6/1948,Patético,Tango,Instrumental,Odeón,78rpm,Jorge Caldara,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/24/1948,Negracha,Tango,Instrumental,Odeón,78rpm,Osvaldo Pugliese,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/14/1948,Boedo,Tango,Instrumental,Odeón,78rpm,Julio Caro,Dante Linyera,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/13/1948,Punto Y Coma,Tango,Instrumental,Odeón,78rpm,José Martínez,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/15/1948,Dos Que Se Aman,Vals,Alberto Morán,Odeón,78rpm,Antonio Tormo,Manuel Flores,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/4/1949,Chuzas,Tango,Instrumental,Odeón,Micro,Agustín Bardi,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/4/1949,Frente A Una Copa,Tango,Alberto Morán,Odeón,Micro,Francisco Amor,Santiago Wainer,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/31/1949,Y Volvemos A Querernos,Tango,Alberto Morán,Odeón,Micro,Luciano Leocata,Abel Aznar,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/31/1949,Malandraca,Tango,Instrumental,Odeón,Micro,Osvaldo Pugliese,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/22/1949,Pinta Brava,Tango,Instrumental,Odeón,Micro,Francisco Canaro,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,8/22/1949,Puente Alsina,Tango,Jorge Vidal,Odeón,Micro,Benjamín Lara,Benjamín Lara,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/27/1949,Bien Compadre,Tango,Instrumental,Odeón,Micro,Emilio Balcarce,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,9/27/1949,La Cieguita,Tango,Jorge Vidal,Odeón,Micro,Keppler Lais,Ramuncho,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/25/1949,Descorazonado,Tango,Alberto Morán,Odeón,Micro,Oscar Herrero,Elizardo Vilas,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/28/1949,Canaro En París,Tango,Instrumental,Odeón,Micro,Alejandro Scarpino; Juan Caldarella,José Scarpino,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/7/1949,Testamento De Arrabal,Tango,Jorge Vidal,Odeón,Micro,Oscar Castagniaro,Raúl Hormaza,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/7/1949,Catuzo,Tango,Instrumental,Odeón,Micro,Osvaldo Ruggiero,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/7/1950,Quiero Verte Una Vez Más,Tango,Alberto Morán,Odeón,Micro,Mario Canaro,José Contursi,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/7/1950,Ventanita De Arrabal,Tango,Jorge Vidal,Odeón,Micro,Antonio Scatasso,Pascual Contursi,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/29/1950,De Floreo,Tango,Instrumental,Odeón,Micro,Julio Carrasco,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,3/29/1950,Hacelo Por La Vieja,Tango,Alberto Morán,Odeón,Micro,Rodolfo Sciammarella,Carlos Viván; Héctor Bonatti,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/3/1950,Pastoral,Tango,Instrumental,Odeón,Micro,Jorge Caldara,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/3/1950,Vieja Recova,Tango,Jorge Vidal,Odeón,Micro,Rodolfo Cadícamo,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/30/1950,Porque Canto El Tango,Tango,Jorge Vidal,Odeón,Micro,Oscar Castagniaro,Antonio Cantó,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/30/1950,Cadenas,Tango,Alberto Morán,Odeón,Micro,Luis Rubistein,Luis Rubistein,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/26/1950,Don Aniceto,Tango,Instrumental,Odeón,Micro,Esteban Gilardi,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/26/1950,Y Mientes Todavía,Tango,Alberto Morán,Odeón,Micro,Luciano Leocata,Abel Aznar,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/24/1950,El Tobiano,Tango,Instrumental,Odeón,Micro,Emilio Balcarce,,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/24/1950,Cobardía,Tango,Alberto Morán,Odeón,Micro,Charlo Riestra),Luis Amadori,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/16/1950,Barra Querida,Tango,Jorge Vidal,Odeón,Micro,Carlos Sánchez,César Vedani,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/16/1950,Un Baile A Beneficio,Milonga,Jorge Vidal,Odeón,Micro,Juan Caccaviello,José Fernández,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/24/1950,Llámame,Tango,Alberto Morán,Odeón,Micro,Ángel Domínguez,José Rótulo,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,11/24/1950,Llevátelo Todo,Tango,Alberto Morán,Odeón,Micro,Rodolfo Sciammarella,Rodolfo Sciammarella,,46-51 / Pugliesean Style ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Oscar Castagniaro","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/22/1951,Barro,Tango,Alberto Morán,Odeón,Micro,Osvaldo Pugliese,Horacio Basterra,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,5/22/1951,De Vuelta Al Bulín,Tango,Alberto Morán,Odeón,Micro,José Martínez,Pascual Contursi,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/27/1951,Don Atilio,Tango,Instrumental,Odeón,Micro,Osvaldo Pugliese,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,6/27/1951,El Mate Amargo,Tango,Alberto Morán,Odeón,Micro,Oscar Herrero,Elizardo Vilas,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/31/1951,Bien Milonga,Tango,Instrumental,Odeón,Micro,Ismael Spitalnik,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,7/31/1951,Pasional,Tango,Alberto Morán,Odeón,Micro,Jorge Caldara,Mario Soto,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/2/1951,El Refrán,Tango,Instrumental,Odeón,Micro,Roberto Peppe,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,10/2/1951,El Cielo En Las Manos,Tango,Alberto Morán,Odeón,Micro,Astor Piazzolla,Homero Cárpena,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/6/1951,Que Nunca Me Falte,Tango,Alberto Morán,Odeón,Micro,Héctor Morales,Héctor Marcó,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,12/10/1951,Olivero,Tango,Instrumental,Odeón,Micro,José Martínez; Antonio Buglione,,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/28/1952,La Noche Que Me Esperes,Vals,Alberto Morán,Odeón,Micro,Juan Canaro,Juan Canaro,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
Osvaldo Pugliese,Osvaldo Pugliese y su Orquesta Típica ,1/28/1952,Cualquier Cosa,Tango,Alberto Morán,Odeón,Micro,Herminia Rossano; Juan Velich,Herminia Rossano; Juan Velich,,51-60 / Mature Sound ,Osvaldo Pugliese,Aniceto Rossi,"Osvaldo Ruggiero, Jose Caldara, Esteban Gilardi, Roberto Peppe","Enrique Camerano, Julio Carrasco, Oscar Herrero, Emilio Balcarce, Francisco Sanmartino (Viola)",,,,,,,,,,
