Orchestra,Date,Title,Genre,Singer,Label,Masters,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,
Miguel Caló,4/27/1944,La Abandoné y no Sabía,Tango,Raúl Berón,Odeón,78rpm,José Canet,José Canet,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,5/8/1944,Entre Sueños,Tango,Raúl Berón,Odeón,78rpm,Anselmo Aieta; Juan Polito,Francisco Jiménez,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,6/14/1944,Tabaco,Tango,Raúl Iriarte,Odeón,78rpm,Armando Pontier,José Contursi,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,6/22/1944,Mulata,Milonga,Raúl Berón,Odeón,78rpm,Roberto Nievas,Roberto Nievas,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,7/7/1944,Sans Souci,Tango,Instrumental,Odeón,78rpm,Enrique Delfino,,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,7/10/1944,En Tus Ojos De Cielo,Tango,Raúl Berón,Odeón,78rpm,Osmar Maderna,Luis Rubistein,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,8/16/1944,Domingo A La Noche,Tango,Raúl Berón,Odeón,78rpm,Juan Guichandut,Oscar Rubens,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,8/23/1944,Saludos,Tango,Instrumental,Odeón,78rpm,Domingo Federico; Francisco Federico,,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,8/28/1944,Jugando Jugando,Vals,Raúl Berón,Odeón,78rpm,Miguel Caló,Oscar Valdéz,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,8/28/1944,Mi Tango Es Triste,Tango,Raúl Iriarte,Odeón,78rpm,Elías Rubistein,Marvil Vilas,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,10/24/1944,De Seis A Siete,Tango,Raúl Iriarte,Odeón,78rpm,José Canet,José Canet,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,10/24/1944,Fantasma,Tango,Raúl Iriarte,Odeón,78rpm,Enrique Delfino,Cátulo Castillo,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,11/7/1944,Madalit,Tango,Raúl Iriarte,Odeón,78rpm,Enrique Delfino,Agustín Delamónica,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,11/7/1944,Me Duele El Corazón,Vals,Raúl Iriarte,Odeón,78rpm,C. Yeguit; Luis Mendoza,C. Yeguit; Luis Mendoza,Osmar Maderna,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,12/14/1944,La De Los Ojos Tristes,Tango,Luis Tolosa,Odeón,78rpm,Edgardo Donato,Héctor Marcó,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,12/14/1944,Mi Nataí,Tango,Luis Tolosa,Odeón,78rpm,Félix Lipesker; Jerome Timor,Félix Lipesker; Leonardo Timor,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,1/19/1945,Igual Que Una Sombra,Tango,Raúl Iriarte,Odeón,78rpm,Osvaldo Pugliese,Enrique Cadícamo,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,1/19/1945,Tierra Querida,Tango,Instrumental,Odeón,78rpm,Julio Caro,Luis Díaz,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,2/20/1945,La Noche Que Te Fuiste,Tango,Raúl Iriarte,Odeón,78rpm,Osmar Maderna,José Contursi,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,2/20/1945,Lluvia De Abril,Tango,Raúl Iriarte,Odeón,78rpm,Enrique Francini,Julián Vergiati,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,2/20/1945,Trenzas,Tango,Raúl Iriarte,Odeón,78rpm,Armando Pontier,Homero Expósito,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,3/8/1945,Garras,Tango,Raúl Iriarte,Odeón,78rpm,Aníbal Troilo,José Contursi,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,3/9/1945,Bien Criolla Y Bien Porteña,Milonga,Iriate / Tolosa,Odeón,78rpm,Armando Pontier,Homero Expósito,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,4/20/1945,Yo,Tango,Raúl Iriarte,Odeón,78rpm,Juan Guichandut,Juan Guichandut,,Estrellas - Federico (1943-45,Osmar Maderna,Armando Caló,"Armando Pontier, Eduardo Rovira, José Cambareri, Carlos Lazzari, Felipe Ricciardi ","Enrique Francini, Aquiles Aguilar, Ariol Gessaghi, Ángel Bodas, Mario Lalli (viola",,,
Miguel Caló,5/22/1945,Fruta Amarga,Tango,Raúl Iriarte,Odeón,78rpm,Hugo Gutiérrez,Homero Manzi,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,5/22/1945,Sol,Tango,Luis Tolosa,Odeón,78rpm,Miguel Nijensohn; José Niesow,José Suñé,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,6/5/1945,Por La Cuesta Arriba,Tango,Raúl Iriarte,Odeón,78rpm,Argentino Galván,Carlos Bahr,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,6/5/1945,Seis Días,Tango,Raúl Iriarte,Odeón,78rpm,Manuel Sucher,Carlos Bahr,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,7/5/1945,No Te Olvides Corazón,Vals,Raúl Iriarte,Odeón,78rpm,Don Fabiano,Don Fabiano,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,7/5/1945,"Soledad, La De Barracas",Tango,Raúl Iriarte,Odeón,78rpm,Roberto López,Carlos Bahr,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,8/7/1945,Cimarrón De Ausencia,Milonga,Roberto Arrieta,Odeón,78rpm,Juan Larenza,Marsilio Robles,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,8/7/1945,Quedó En Venir A Las Nueve,Tango,Roberto Arrieta,Odeón,78rpm,Juan Polito,Luis Caruso,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,9/14/1945,Tedio,Tango,Roberto Arrieta,Odeón,78rpm,Miguel Bucino,Miguel Bucino,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,9/14/1945,Valsecito,Vals,Roberto Arrieta,Odeón,78rpm,Miguel Caló; Félix Lípesker,Carlos Bahr,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Mario Lalli (viola",,,
Miguel Caló,10/8/1945,Enrique Delfino,Tango,Raúl Iriarte,Odeón,78rpm,Roberto Nievas,Oscar Rubistein,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,11/2/1945,Cosas De Tango,Tango,Raúl Iriarte,Odeón,78rpm,Tito Ribero,Rodolfo Taboada,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,11/8/1945,Amor Y Tango,Tango,Raúl Iriarte,Odeón,78rpm,José Basso,Carlos Bahr,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,11/15/1945,El Mismo Dolor,Vals,Raúl Iriarte,Odeón,78rpm,Enrique Francini,Carlos Bahr,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,11/15/1945,Margo,Tango,Raúl Iriarte,Odeón,78rpm,Armando Pontier,Homero Expósito,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,11/15/1945,Una Tarde Cualquiera,Tango,Roberto Arrieta,Odeón,78rpm,Roberto Puccio; Miguel Puccio,Rodolfo Taboada,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,12/27/1945,Canción Desesperada,Tango,Raúl Iriarte,Odeón,78rpm,Enrique Discépolo,Enrique Discépolo,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,12/27/1945,Pudo Ser Una Vida,Tango,Roberto Arrieta,Odeón,78rpm,Elías Randal,Carlos Bahr,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,12/29/1945,Corazón Si La Viera,Tango,Roberto Arrieta,Odeón,78rpm,Pedro Pandolfi,Cátulo Castillo,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,12/29/1945,Mañana No Estarás,Tango,Raúl Iriarte,Odeón,78rpm,Ariol Gessaghi,Horacio Sanguinetti,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,3/8/1946,Me Llamo Anselmo Contreras,Tango,Raúl Iriarte,Odeón,78rpm,Miguel Nijensohn,Cátulo Castillo,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,3/8/1946,Qué Me Van A Hablar De Amor,Tango,Roberto Arrieta,Odeón,78rpm,Héctor Stamponi,Homero Expósito,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,3/15/1946,Loco Turbión,Tango,Iriarte / Arrieta,Odeón,78rpm,Vicente Spina,Roberto Miró,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,3/15/1946,Trapitos,Milonga,Iriarte / Arrieta,Odeón,78rpm,José Canet,José Canet,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,4/4/1946,El Cuatrero,Tango,Instrumental,Odeón,78rpm,Agustín Bardi,,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,4/4/1946,Qué Cosas Tiene La Vida,Tango,Roberto Arrieta,Odeón,78rpm,Enrique Munné,Roberto Lambertucci,,Post Breakup (1945-46,Miguel Nijensohn,Juan Fasio,"Ismael Spitalnik, Atilio Corral, Eliseo Marchesse, José Appendino","Antonio Rodio, Alberto Besprovan,  Simón Broitman, Gerardo Balinotti, Emilio Paiva (cello",,,
Miguel Caló,12/3/1946,Flor De Lino,Vals,Raúl Iriarte,Odeón,78rpm,Héctor Stamponi,Homero Expósito,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/3/1946,Inútil,Tango,Roberto Arrieta,Odeón,78rpm,Tito Ribero,Reinaldo Yiso; Félix Lipesker,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/12/1946,En Secreto,Tango,Roberto Arrieta,Odeón,78rpm,Vicente Demarco,Alfredo Roldán,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,12/12/1946,Tarde Gris,Tango,Raúl Iriarte,Odeón,78rpm,Juan Guido,Luis Rubistein,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,1/21/1947,Extraña,Tango,Raúl Iriarte,Odeón,78rpm,Oscar Rubistein; Roberto Nievas; Miguel Caló,Oscar Rubistein; Roberto Nievas; Miguel Caló,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,1/21/1947,Rebeldía,Tango,Raúl Iriarte,Odeón,78rpm,Roberto Blanco,Oscar Rubens,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,4/25/1947,Cambalache,Tango,Roberto Arrieta,Odeón,78rpm,Enrique Discépolo,Enrique Discépolo,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,4/25/1947,Sin Comprender,Tango,Roberto Arrieta,Odeón,78rpm,Miguel Nijensohn,Carlos Bahr,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,5/9/1947,El Plebeyo,Vals,Iriarte / Trío P-R-C,Odeón,78rpm,Felipe Alva,Felipe Alva,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,5/9/1947,Los Despojos,Tango,Raúl Iriarte,Odeón,78rpm,José Dames,Horacio Sanguinetti,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,6/26/1947,El Penado Catorce,Tango,Raúl Iriarte,Odeón,78rpm,Agustín Magaldi; Pedro Noda,Carlos Pesce,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,6/26/1947,Plomo,Tango,Raúl Iriarte,Odeón,78rpm,Luis Rubistein,Luis Rubistein,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,10/22/1947,La Negra Quiere Bailar,Milonga,Roberto Arrieta,Odeón,78rpm,José Ranieri,Carlos Bahr,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,10/22/1947,Óyeme,Tango,Raúl Iriarte,Odeón,78rpm,Enrique Francini,Homero Expósito,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,1/5/1948,A La Gran Muñeca,Tango,Roberto Arrieta,Odeón,78rpm,Jesús Ventura,Miguel Osés,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,1/5/1948,Carriego,Tango,Roberto Arrieta,Odeón,78rpm,Roberto Blanco,Julio Nelson,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,4/27/1948,No Te Perdono Más,Tango,Roberto Arrieta,Odeón,78rpm,Rodolfo Sciammarella,Rodolfo Sciammarella,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,4/27/1948,Pimienta,Tango,Instrumental,Odeón,78rpm,Osvaldo Fresedo,,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,6/9/1948,La Guiñada,Tango,Instrumental,Odeón,78rpm,Agustín Bardi,,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
Miguel Caló,6/9/1948,Pobre Mi Madre Querida,Vals,Roberto Arrieta,Odeón,78rpm,José Betinotti,José Betinotti,,Plaza (bando + Ortiz (violin (1946-49,Miguel Nijensohn,Juan Fasio,"Julián Plaza, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse, José Appendino","Julián Ortiz, Gerardo Balinotti, Manuel Goldfeder, Nito Farace, Emilio Paiva (cello",,,
