Orchestra,Date,Title,Genre,Singer,Label,Masters,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,,,
Miguel Caló,1959-00-00,Feitiço da Vila,Tango,Instrumental,Odeón BR,Tape,Vadico; Noel Rosa,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Hoja Muerta,Tango,Instrumental,Odeón BR,Tape,Ary Barroso,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Laura,Tango,Instrumental,Odeón BR,Tape,Alcyr Vermelho,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Marina,Tango,Instrumental,Odeón BR,Tape,Juan Buscaglia,José Fernández,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Recuerdo De Bahía,Tango,Instrumental,Odeón BR,Tape,Dorival Caymmi,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Risque,Tango,Instrumental,Odeón BR,Tape,Horacio Sanguinetti,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Serenata,Tango,Instrumental,Odeón BR,Tape,Luis Amadori,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1959-00-00,Yo Sé,Tango,Instrumental,Odeón BR,Tape,,,,Brazil Tour (1959,Osvaldo Tarantino,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,9/15/1961,Nocturna,Milonga,Instrumental,Odeón,Tape-S,Julián Plaza,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,9/15/1961,Volvió Una Noche,Tango,Instrumental,Odeón,Tape-S,Carlos Gardel,Alfredo Pera,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,10/10/1961,Quiero Huir De Mí,Vals,Luque y Trío LC,Odeón,Tape-S,Manuel Sucher,Roberto Cantoral ,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,10/10/1961,Única,Tango,Roberto Luque,Odeón,Tape-S,Roberto Prechi,Eugenio Majul,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1962-00-00,Amo A París,Tango,Instrumental,Odeón,Tape,Cole Porter,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1962-00-00,Cambalache,Tango,Roberto Luque,Odeón,Tape,Enrique Discépolo,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1962-00-00,Oración De Labriego,Vals,Instrumental,Odeón PE,Tape,Felipe Alva,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1962-00-00,Reminiscencias,Vals,Roberto Luque,Odeón,Tape,Luis Pinto,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1962-00-00,Rosa Té,Vals,Juan Carlos Jordán,Odeón PE,Tape,Max Arroyo,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,1962-00-00,Vanidad,Tango,Roberto Luque,Odeón,Tape,Armando Malbrán,,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,8/21/1962,Luna De Tartagal,Milonga,Roberto Luque,Odeón,Tape,Chango Rodríguez,Chango Rodríguez,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,8/21/1962,Yo Pequé,Tango,Roberto Luque,Odeón,Tape,Miguel Ratto; Tito Ferrari,Juan Birome,,Trípodi Piano (1957-63,Orlando Trípodi,Alfredo Sciarreta,"Alberto Garralda, Atilio Corral, Rodolfo Nerone, Eliseo Marchesse","Fernando Suárez Paz, Pedro Sapochnik, Julián Ortiz, Carlos Garnero",,,
Miguel Caló,4/16/1963,El Mismo Final,Tango,Alberto Podestá,Odeón,Tape,Armando Pontier,Federico Silva,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,4/16/1963,En La Calle,Tango,Raúl Berón,Odeón,Tape,Domingo Federico,José Kohei,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,4/19/1963,Brazo De Oro,Tango,Instrumental,Odeón,Tape,José Basso,José Basso,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,4/19/1963,Qué Falta Que Me Hacés,Tango,Alberto Podestá,Odeón,Tape,Armando Pontier; Miguel Caló; Federico Silva,Armando Pontier; Miguel Caló; Federico Silva,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,4/23/1963,Bebiendo Contigo,Tango,Alberto Podestá,Odeón,Tape,Enrique Francini,Carlos Bahr,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,4/23/1963,Soy Milonguero,Tango,Raúl Berón,Odeón,Tape,Miguel Caló,Mario Gomila,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,5/7/1963,Madre Hay Una Sola,Tango,Raúl Berón,Odeón,Tape,Agustín Bardi,José Vega,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,5/7/1963,Pa´Lo Que Te Va A Durar,Tango,Raúl Berón,Odeón,Tape,Guillermo Barbieri,Celedonio Flores,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,5/17/1963,Carta Para Renée,Tango,Alberto Podestá,Odeón,Tape,Manuel Sucher,Elizardo Vila,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,5/24/1963,Para El Recuerdo,Tango,Instrumental,Odeón,Tape,Manuel Sucher,Manuel Sucher,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,5/24/1963,Para Osmar Maderna,Tango,Instrumental,Odeón,Tape,Miguel Caló; Orlando Trípodi,Miguel Caló; Orlando Trípodi,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,6/7/1963,A Las Estrellas,Tango,Instrumental,Odeón,Tape,Armando Baliotti,Armando Baliotti,,Reunion of Los Estrellas,Orlando Trípodi,Mario Monteleone,"Domingo Federico, Armando Pontier, Tomás Giannini, Osvaldo Rizzo, Héctor Coralli ","Enrique Francini, Hugo Baralis, Fernando Suárez Paz, Luis Cantafio, Samuel Dojman",,,
Miguel Caló,11/19/1963,Dos Fracasos,Tango,Luis Correa,Odeón,Tape,Miguel Caló,Homero Expósito,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,11/19/1963,Tengo,Tango,Roberto Luque,Odeón,Tape,Roberto Prechi,Eugenio Majul,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,12/4/1963,A Mucha Honra,Tango,Luis Correa,Odeón,Tape,Américo Pinella; Luis Stazo,Ernesto Cardenal,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,12/4/1963,Aconsejando,Tango,Roberto Luque,Odeón,Tape,Fortunata Rodiño,J. Piaggio,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/13/1964,Adiós Pampa Mía,Tango,Ranko Fujisawa,Odeón,Tape-S,Francisco Canaro,Ivo Pelay,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/13/1964,Yira Yira,Tango,Ranko Fujisawa,Odeón,Tape-S,Enrique Discépolo,Enrique Discépolo,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/17/1964,Caminito,Tango,Ranko Fujisawa,Odeón,Tape-S,Juan Filiberto,Gabino Peñaloza,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/17/1964,Mamá Yo Quiero Un Novio,Tango,Ranko Fujisawa,Odeón,Tape-S,Ramón Collazo,Roberto Fontaina,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/31/1964,Noche De Plataforma,Tango,Ranko Fujisawa,Odeón,Tape-S,Ryoichi Hattori,Yasuo Okuno,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,3/31/1964,Qué Falta Que Me Hacés,Tango,Ranko Fujisawa,Odeón,Tape-S,Armando Pontier; Miguel Caló; Federico Silva,Armando Pontier; Miguel Caló; Federico Silva,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,4/7/1964,El Choclo,Tango,Instrumental,Odeón,Tape-S,Ángel Arroyo,Juan Catán; Enrique Discépolo,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,4/7/1964,Nadine,Tango,Instrumental,Odeón,Tape-S,Miguel Caló,Orlando Trípodi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,4/14/1964,Luna Del Viejo Castillo,Tango,Instrumental,Odeón,Tape-S,Rentaro Taki,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,4/14/1964,Sans Souci,Tango,Instrumental,Odeón,Tape-S,Enrique Delfino,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,4/24/1964,A Media Luz,Tango,Instrumental,Odeón,Tape-S,Edgardo Donato,Carlos Lenzi,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,4/24/1964,La Cumparsita,Tango,Instrumental,Odeón,Tape-S,Gerardo Rodríguez,Pascual Contursi; Enrique Maroni; Gerardo Rodríguez,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,A Media Luz,Tango,Raúl Del Mar,Odeón CO,Tape-S,Carlos Lenzi,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Adiós Muchachos,Tango,Raúl Del Mar,Odeón CO,Tape-S,Julio Sanders,César Vedani,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Adiós Pampa Mía,Tango,Lucho Gatica,Odeón CL,Tape-S,Ivo Pelay,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Ahora No Me Conocés,Tango,Marga Fontana,Odeón CO,Tape-S,Carlos Giampé,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Al Compás Del Corazón,Tango,Raúl Del Mar,Odeón CO,Tape-S,Homero Expósito,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Alma De Bohemio,Tango,Lucho Gatica,Odeón CL,Tape-S,Juan Caruso,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Antes Del Adiós,Tango,Roberto Luque,Odeón CO,Tape-S,Eugenio Majul,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Cada Día Te Extraño Más,Tango,Lucho Gatica,Odeón CL,Tape-S,Carlos Bahr,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Caminito,Tango,Lucho Gatica,Odeón CL,Tape-S,Gabino Peñaloza,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Confesión,Tango,Marga Fontana,Odeón CO,Tape-S,Enrique Discépolo; Luis Amadori,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Dónde Estás Corazón,Tango,Raúl Del Mar,Odeón CO,Tape-S,Luis Serrano,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,En Esta Tarde Gris,Tango,Marga Fontana,Odeón CO,Tape-S,José Contursi,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Gricel,Tango,Marga Fontana,Odeón CO,Tape-S,José Contursi,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,La Copa Del Olvido,Tango,Lucho Gatica,Odeón CL,Tape-S,Alberto Vacarezza,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,La Última Copa,Tango,Raúl Del Mar,Odeón CO,Tape-S,Juan Caruso,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Lo Han Visto Con Otra,Tango,Raúl Del Mar,Odeón CO,Tape-S,Horacio Pettorossi,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Malena,Tango,Roberto Luque,Odeón CO,Tape-S,Homero Manzi,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Mañana Iré Temprano,Tango,Lucho Gatica,Odeón CL,Tape-S,Carlos Bahr,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Mano A Mano,Tango,Raúl Del Mar,Odeón CO,Tape-S,Celedonio Flores,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Melodía Del Arrabal,Tango,Raúl Del Mar,Odeón CO,Tape-S,Alfredo Pera; Mario Battistella,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Mi Buenos Aires Querido,Tango,Marga Fontana,Odeón CO,Tape-S,Alfredo Pera,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Nada,Tango,Raúl Del Mar,Odeón CO,Tape-S,Horacio Basterra,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
Miguel Caló,1965-00-00,Percal,Tango,Raúl Del Mar,Odeón CO,Tape-S,Homero Expósito,,,Post reunion lineup (1963-69,Orlando Trípodi,Enrique Marchetto,"José Libertella, Lito Gentiluomo, Felipe Ricciardi, José Ricciardi ","Fernando Suárez Paz, Aquiles Roggero,Alberto del Bagno, Mauricio Marcelli, Raúl Domínguez, Pedro Aguilar",,,
