Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger / Orchestrator,Grouping,Pianist,Bassist,Bandoneon,Strings
Aníbal Troilo,1965-12-30,Vals Del Jamás,Vals,Nelly Vázquez,Víctor,Tape,Osvaldo Manzi,Cátulo Castillo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-12-30,Buenos Aires,Tango,Tito Reyes,Víctor,Tape,Manuel Jovés,Manuel Romero,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-01,Chumbicha,Tango,Instrumental,Víctor,Tape-S,Ernesto Baffa y Raúl Garello,José María Contursi,Emilio Balcarce,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-01,Sombras Nada Más,Tango,Nelly Vázquez,Víctor,Tape,Francisco Lomuto,Abel Aznar,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-13,Compadrita Mía,Milonga,Instrumental,Víctor,Tape-S,Osvaldo Berlingieri,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-13,Pichuqueando,Tango,Instrumental,Víctor,Tape-S,Domingo Mattio,Roberto Cassinelli,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-13,Yo No Merezco Este Castigo,Tango,Nelly Vázquez,Víctor,Tape,Marcelino Hernández y Dante Gilardoni,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-13,El Último Guapo,Tango,Tito Reyes,Víctor,Tape,Leon Lipesker,Abel Aznar ,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-18,Payadora,Milonga,Instrumental,Víctor,Tape-S,Julián Plaza,Eladia Blázquez,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-18,Buenos Aires - Tokio,Tango,Instrumental,Víctor,Tape-S,Julián Plaza,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-04-18,"Dale, Tango",Tango,Tito Reyes,Víctor,Tape,Aníbal Troilo,José Terragno; Enrique Dizeo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-12-06,Adiós Nonino,Tango,Instrumental,Víctor,Tape-S,Astor Piazzolla,Miguel Bucino,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-12-06,Selección de Tangos de Julio De Caro,Tango,Instrumental,Víctor,Tape-S,Julio De Caro,Enrique Cadicamo,Argentino Galván,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1966-12-06,Bailarín Compadrito,Tango,Tito Reyes,Víctor,Tape,Miguel Bucino,Miguel Bucino,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-08-10,Recuerdo,Tango,Instrumental,Víctor,Tape-S,Osvaldo Pugliese,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-08-10,Los Mareados,Tango,Instrumental,Víctor,Tape-S,Juan Carlos Cobian,Enrique Cadícamo,Raúl Garello,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-08-10,Verano Porteño,Tango,Instrumental,Víctor,Tape-S,Astor Piazzolla,,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-08-10,"Más Allá, Bandoneón",Tango,Instrumental,Víctor,Tape-S,Ernesto Baffa; Raúl Miguel Garello,Eduardo Moreno,Raúl Garello,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-08-20,Tema Otoñal,Tango,Instrumental,Víctor,Tape-S,Enrique Francini,Ricardo Podesta,Enrique Francini,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-09-20,Color Tango,Tango,Instrumental,Víctor,Tape-S,Julián Plaza,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-10-08,El Africano,Tango,Instrumental,Víctor,Tape-S,Eduardo Pereyra,Manuel Meaños,Argentino Galván,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-10-18,Don Juan,Tango,Instrumental,Víctor,Tape-S,Ernesto Ponzio,Francisco Lío,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-11-29,De Puro Guapo,Tango,Instrumental,Víctor,Tape-S,Pedro Laurenz,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-11-29,El Marne,Tango,Instrumental,Víctor,Tape-S,Eduardo Arolas,,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-12-06,El Irresistible,Tango,Instrumental,Víctor,Tape-S,Lorenzo Logatti,,Raúl Garello,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1967-12-06,Selección De Tangos De Arola,Tango,Instrumental,Víctor,Tape-S,Eduardo Arolas,Federico Silva,Argentino Galván,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Cuarteto Troilo,1968-08-05,Toda mi vida,Tango,Instrumental,Víctor,Tape,Aníbal Troilo,José María Contursi,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-08-05,Pablo,Tango,Instrumental,Víctor,Tape,José Martínez,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-08-05,Del barrio de las latas,Tango,Instrumental,Víctor,Tape,Raúl De los Hoyos,Emilio Fresedo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-08-05,La tablada,Tango,Instrumental,Víctor,Tape,Francisco Canaro,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-08-30,Nocturno a mi barrio,Tango,Instrumental,Víctor,Tape,Aníbal Troilo,Aníbal Troilo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-09-11,La cumparsita,Tango,Instrumental,Víctor,Tape,Gerardo Matos Rodriguez,Gerardo Matos Rodriguez,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-09-11,Los mareados,Tango,Instrumental,Víctor,Tape,Juan Carlos Cobian,Enrique Cadicamo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-09-11,A Pedro Maffia,Tango,Instrumental,Víctor,Tape,Aníbal Troilo,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1968-09-11,Sobre el pucho (Un callejón en Pompeya),Tango,Instrumental,Víctor,Tape,Sebastián Piana,José González Castillo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Aníbal Troilo,1968-11-28,Apenas Marielena,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-11-28,Palermo en Octubre,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-11-28,Cielo de Cometas,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-11-28,Nuestro Buenos Aires,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-04,Señorita María,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-04,Tanguistoria,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-04,Romance de la Ciudad,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-04,Otra vez Esthercita,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-04,Tango del Colectivo,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-04,La esquina cualquiera,Milonga,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Cátulo Castillo,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-06,Para Poder Volver,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1968-12-06,Amanece,Tango,Roberto Goyeneche,Víctor,Tape,Armando Pontier,Federico Silva,Armando Pontier,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Cuarteto Troilo,1969-07-30,La última curda,Tango,Instrumental,Víctor,Tape,Aníbal Troilo,Cátulo Castillo,,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1969-07-30,Milonguero triste,Tango,Instrumental,Víctor,Tape,Aníbal Troilo,,Julián Plaza,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Cuarteto Troilo,1969-07-30,La trampera,Milonga,Instrumental,Víctor,Tape,Aníbal Troilo,,,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo,Ubaldo De Lío (guitar)
Aníbal Troilo,1969-07-30,Milonga De La Parda,Milonga,Tito Reyes,Víctor,Tape,Aníbal Troilo,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1969-07-30,El Último Farol,Tango,Tito Reyes,Víctor,Tape,Aníbal Troilo,Cátulo Castillo,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1969-08-12,Che Buenos Aires,Tango,Instrumental,Víctor,Tape,Raúl Garello,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1969-08-12,La Trilla,Tango,Instrumental,Víctor,Tape,Eduardo Arolas,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1969-09-12,El Baqueano,Tango,Instrumental,Víctor,Tape,Agustín Bardi,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1969-09-12,Pico Blanco,Tango,Instrumental,Víctor,Tape,Agustín Bardi,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1969-10-10,Tallador,Tango,Instrumental,Víctor,Tape,Domingo Mattio,Leopoldo Díaz Vélez,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1969-10-10,La Milonga Y Yo,Milonga,Tito Reyes,Víctor,Tape,Tito Ribero,Francisco García Jiménez,,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-04-14,Mañanitas De Montmartre,Tango,Instrumental,Víctor,Tape,Lucio Demare,Ángel Greco,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-04-14,Entre Sueños,Tango,Instrumental,Víctor,Tape,Anselmo Aieta y Juan Polito,Agustín Irusta y Roberto Fugazot,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-04-14,Naipe Marcado,Tango,Instrumental,Víctor,Tape,Ángel Greco,Arturo de la Torre,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-04-14,Milonga Del Corralón,Milonga,Tito Reyes,Víctor,Tape,Horacio Quintana,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo y Astor Piazzolla ,1970-08-13,El motivo (Pobre paica),Tango,Instrumental,Víctor,Tape,Juan Carlos Cobián,Alfredo Le Pera,Aníbal Troilo; Astor Piazzolla,Cuartets and Duos,,,Aníbal Troilo; Astor Piazzolla,
Aníbal Troilo y Astor Piazzolla ,1970-08-13,Volver,Tango,Instrumental,Víctor,Tape,Carlos Gardel,,Aníbal Troilo; Astor Piazzolla,Cuartets and Duos,,,Aníbal Troilo; Astor Piazzolla,
Aníbal Troilo,1970-09-14,Nobleza De Arrabal,Tango,Instrumental,Víctor,Tape-S,Francisco Canaro,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-09-14,Fechoría,Milonga,Instrumental,Víctor,Tape-S,Aníbal Troilo,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-09-14,La Racha,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,Homero Manzi,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-09-14,Bandola Triste,Tango,Instrumental,Víctor,Tape-S,Raúl Garello,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-09-28,Adiós Bardi,Tango,Instrumental,Víctor,Tape-S,Osvaldo Pugliese,Enrique Cadícamo,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-11-23,Piropos,Tango,Instrumental,Víctor,Tape-S,Juan Carlos Cobián,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-11-23,Milontango,Milonga,Instrumental,Víctor,Tape-S,Julián Plaza,Pedro Numa Cordoba,Julián Plaza,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1970-11-23,Tinta Verde,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,Raúl Garello,Colángelo Piano 1968-71,José Colángelo,Rafael Del Bagno,Aníbal Troilo; Abelardo Alfonsín; Domingo Mattío; Eduardo Marino; Raúl Garello,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
