Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger / Orchestrator,Grouping,Pianist,Bassist,Bandoneon,Strings
Troilo-Grela,1962-12-03,Nunca tuvo novio,Tango,Instrumental,Víctor,Tape,Agustín Bardi,Enrique Cadícamo,,Cuartets and Duos,,Eugenio Pro,Aníbal Troilo,Roberto Grela (guitar); Ernesto Báez (bass guitar)
Aníbal Troilo,1963-04-05,Lo que vendrá,Tango,Instrumental,Víctor,Tape-S,Astor Piazzolla,,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-05,Recordando a Discepolo,Tango,Instrumental,Víctor,Tape-S,Enrique Santos Discépolo y Mariano Mores,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-05,Responso,Tango,Instrumental,Víctor,Tape-S,Aníbal Troilo,,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-09,Tierrita,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,Alberto Caracciolo,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-09,La Cumparsita,Tango,Instrumental,Víctor,Tape-S,Gerardo Matos Rodriguez,Jesús Fernández Blanco,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-09,A Mis Viejos,Tango,Instrumental,Víctor,Tape-S,Osvaldo Berlingieri,Gerardo Matos Rodriguez,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-16,Melancólico,Tango,Instrumental,Víctor,Tape-S,Julián Plaza,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-16,Nocturna,Milonga,Instrumental,Víctor,Tape-S,Julián Plaza,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-16,La Bordona,Tango,Instrumental,Víctor,Tape-S,Emilio Balcarce,,Emilio Balcarce,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-17,B.B.,Tango,Instrumental,Víctor,Tape-S,Ernesto Baffa y Osvaldo Berlingieri,,Roberto Pansera,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-17,Nostálgico,Tango,Instrumental,Víctor,Tape-S,Julián Plaza,José María Contursi,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-17,Danzarín,Tango,Instrumental,Víctor,Tape-S,Julián Plaza,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-23,A Mí No Me Hablen De Tango,Tango,Roberto Goyeneche,Víctor,Tape,Juan José Paz,Rodolfo Taboada,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-23,Frente Al Mar,Tango,Roberto Rufino,Víctor,Tape,Mariano Mores,Homero Manzi,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-24,Cómo Se Pianta La Vida,Tango,Roberto Goyeneche,Víctor,Tape,Carlos Viván,Cátulo Castillo,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-04-24,Ninguna,Tango,Roberto Rufino,Víctor,Tape,Raúl Fernández Siro,Carlos Viván,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-05-07,La Última Curda,Tango,Roberto Goyeneche,Víctor,Tape,Aníbal Troilo,Cátulo Castillo,Argentino Galván,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-05-07,Maria,Tango,Roberto Rufino,Víctor,Tape,Aníbal Troilo,Alberto Laureano Martínez,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-05-14,Quiero Huir De Mi,Vals,Goyeneche / Rufino,Víctor,Tape,Roberto Rufino,Cátulo Castillo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-05-14,Quién Lo Habría De Pensar,Tango,Roberto Rufino,Víctor,Tape,Roberto Rufino,Alberto Laureano Martínez,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-05,Tamar (Marta),Tango,Roberto Goyeneche,Víctor,Tape,Osvaldo Berlingieri,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-05,El Metejón,Tango,Roberto Goyeneche,Víctor,Tape,Roberto Goyeneche,Rodolfo Taboada,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-05,Por Qué La Quise Tanto,Tango,Roberto Rufino,Víctor,Tape,Mariano Mores,Oscar Núñez,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-05,Desencuentro,Tango,Roberto Rufino,Víctor,Tape,Aníbal Troilo,Florencio Chiarello,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-11,Mi Viejo Reloj,Tango,Instrumental,Víctor,Tape,Osvaldo Fresedo,Julio Huasi,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-11,San Pedro Y San Pablo,Tango,Roberto Goyeneche,Víctor,Tape,Ismael Spitalnik,Enrique Cadícamo,Ismael Spitalnik,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-18,Pa' Que Bailen Los Muchachos,Tango,Roberto Goyeneche,Víctor,Tape,Aníbal Troilo,Francisco García Jiménez,Horacio Salgán,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1963-06-18,Amores De Estudiante,Vals,Roberto Rufino,Víctor,Tape,Carlos Gardel,Alfredo Le Pera; Mario Battistella,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Eduardo Marino; Domingo Mattío; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1964-02-03,Barrio De Tango,Tango,Nelly Vázquez,Víctor,Tape,Aníbal Troilo,Luis César Amadori,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1964-02-03,Madreselva,Tango,Nelly Vázquez,Víctor,Tape,Francisco Canaro,Humberto Correa,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1964-02-03,Mi Vieja Viola,Tango,Tito Reyes,Víctor,Tape,Humberto Correa,Rodolfo Blas Arrigorriaga,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1964-02-03,Las Carretas,Milonga,Tito Reyes,Víctor,Tape,Néstor Feria,Federico Silva,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1964-12-22,Qué Falta Que Me Hacés,Tango,Roberto Rufino,Víctor,Tape,Armando Pontier y Miguel Caló,Héctor Méndez,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1964-12-22,Yo Soy Del 30,Tango,Tito Reyes,Víctor,Tape,Aníbal Troilo,Cátulo Castillo,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-04,Milonguero Triste,Tango,Instrumental,Víctor,Tape,Aníbal Troilo,Cátulo Castillo,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-04,Patio Mío,Tango,Nelly Vázquez,Víctor,Tape,Aníbal Troilo,Guillermo Barbieri,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-04,Mensaje,Tango,Roberto Rufino,Víctor,Tape,Enrique Santos Discepolo,,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-07,Mi Viejo Reloj,Tango,Instrumental,Víctor,Tape-S,Osvaldo Fresedo,Homero Expósito,Astor Piazzolla,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-07,Quédemos Aquí,Tango,Nelly Vázquez,Víctor,Tape,Héctor Stamponi,Marcos Larrosa y José Canet,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-07,Dicha Pasada,Tango,Tito Reyes,Víctor,Tape,Guillermo Barbieri,,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-13,Milonguita,Tango,Nelly Vázquez,Víctor,Tape,Enrique Delfino,,Horacio Salgán,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-13,Morena,Milonga,Instrumental,Víctor,Tape-S,Julián Plaza,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-13,Siga El Corso,Tango,Roberto Rufino,Víctor,Tape,Anselmo Aieta,Homero Manzi,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-13,Los Cosos De Al Lao,Tango,Tito Reyes,Víctor,Tape,Marcos Larrosa y José Canet,Samuel Linnig,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-19,Milonguero Triste,Tango,Instrumental,Víctor,Tape-S,Aníbal Troilo,,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-01-19,Orlando Goñi,Tango,Instrumental,Víctor,Tape-S,Alfredo Gobbi,Cátulo Castillo,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-09-24,Canción De Ave Maria,Tango,Nelly Vázquez,Víctor,Tape,Héctor Stamponi,Pascual Contursi,Ismael Spitalnik,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-09-24,Ventanita De Arrabal,Tango,Tito Reyes,Víctor,Tape,Antonio Scatasso,Tita Merello,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-10-01,Golondrinas,Tango,Nelly Vázquez,Víctor,Tape,Carlos Gardel,Homero Expósito,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-10-01,Tu Vuelta,Milonga,Nelly Vázquez,Víctor,Tape,Alberto Hilarion Acuña,Aníbal González Casalla,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-10-01,Decime Dios Dónde Estás,Tango,Tito Reyes,Víctor,Tape,Manuel Sucher,Alfredo Le Pera,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-10-01,Te Llaman Malevo,Tango,Tito Reyes,Víctor,Tape,Aníbal Troilo,Homero Expósito,Julián Plaza,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-11-12,Siempre No,Tango,Nelly Vázquez,Víctor,Tape,Eduardo Marino,Rubén Garello,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-11-12,Trasnoche De Ilusión,Tango,Nelly Vázquez,Víctor,Tape,Ernesto Baffa y Raúl Garello,Arturo De La Torre y Fernando Rolón,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-11-12,Mi Viejo El Remendón,Tango,Tito Reyes,Víctor,Tape,Alberto Mastra,Alberto Mastra,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-11-12,El Conventillo,Milonga,Tito Reyes,Víctor,Tape,Ernesto Baffa y Fernando Rolón,Homero Manzi,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-11-25,Racconto,Tango,Nelly Vázquez,Víctor,Tape,Carlos García,Juan Andrés Caruso,Carlos García,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-11-25,"Che, Bandoneón",Tango,Tito Reyes,Víctor,Tape,Aníbal Troilo,Margarita Durán,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-12-10,Alma De Bohemio,Tango,Nelly Vázquez,Víctor,Tape,Roberto Firpo,Cátulo Castillo,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-12-10,Las Arrugas De Mi Frente,Tango,Tito Reyes,Víctor,Tape,Alberto Hilarion Acuña,Francisco Navarro Molinero,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-12-16,Aquí Nomas,Tango,Tito Reyes,Víctor,Tape,Héctor Stamponi,Pascual Contursi,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-12-16,El Motivo,Tango,Tito Reyes,Víctor,Tape,Juan Carlos Cobián,Pascual Contursi,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-12-23,Galleguita,Tango,Nelly Vázquez,Víctor,Tape,Horacio Pettorossi,Antonio Cantó,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
Aníbal Troilo,1965-12-23,Un Tango Para El Recuerdo,Tango,Tito Reyes,Víctor,Tape,Rafael del Bagno,Manuel Romero,,Victor + Berlingieri 1961-68,Osvaldo Berlingieri,Rafael Del Bagno,Ernesto Baffa; Aníbal Troilo; Domingo Mattío; Eduardo Marino; Raúl Garello ,"David Díaz; Juan Alzina; Claudio González, Nito Farace; Cayetano Gianna (viola); Miguel Ariz (cello)"
