Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings
Juan D'Arienzo,1/1/1928,Callejas Solo ,Tango,Carlos Dante,Electra,78rpm,Juan D'Arienzo,Luis Rubistein,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Quejas del Suburbio,Tango,Carlos Dante,Electra,78rpm,Antonio Polito,Salvador Polito,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Puro Grupo,Tango,Carlos Dante,Electra,78rpm,Ciriaco Ortiz,J. Garrón,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Juguete,Tango,Carlos Dante,Electra,78rpm,Salvador Grupillo; Nicolás Primani,Luis Rubistein,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Funyi claro,Tango,Carlos Dante,Electra,78rpm,Nicolás Vaccaro,Eduardo Méndez,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Esta noche me emborracho,Tango,Carlos Dante,Electra,78rpm,Enrique Discépolo,Enrique Discépolo,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Pebetita,Tango,Instrumental,Electra,78rpm,Salvador Polito,,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,La otra noche,Tango,Carlos Dante,Electra,78rpm,Antonio Romano; Alberto Celenza,José Grandis,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Sandía Calada,Tango,Carlos Dante,Electra,78rpm,Arturo Aieta,Jorge Curi,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Chorra,Tango,Carlos Dante,Electra,78rpm,Enrique Discépolo,Enrique Discépolo,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Era un Rincón de alegría,Tango,Carlos Dante,Electra,78rpm,Luis Visca,Luis Visca,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Siga la Farra,Tango,Carlos Dante,Electra,78rpm,Pascual Luca,Pascual Luca,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Pobre Cieguita,Tango,Carlos Dante,Electra,78rpm,Julio Sanders,César Vedani,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Por Ella ten Piedad,Tango,Carlos Dante,Electra,78rpm,Antonio Polito,Antonio Polito,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,La Muchacha del Circo,Tango,Carlos Dante,Electra,78rpm,Gerardo Rodríguez,Manuel Romero,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Engominado,Tango,Carlos Dante,Electra,78rpm,Fernando Montoni,Máximo Orsi,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Volvé al Cotorro,Tango,Carlos Dante,Electra,78rpm,Alejandro Scarpino,Guillermo Naccarelle,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Medianoche,Tango,Carlos Dante,Electra,78rpm,Nicolás Tavarozzi,Eduardo Méndez,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Acordate lo que Fuiste,Tango,Carlos Dante,Electra,78rpm,Pedro Toscano,José Guidi,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Máscaras,Tango,Carlos Dante,Electra,78rpm,Pedro Villella,Luis Rubistein,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Fueye querido,Tango,Carlos Dante,Electra,78rpm,Antonio Polito,Antonio Polito,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,"Muchachas, cuidado",Tango,Carlos Dante,Electra,78rpm,Antonio Polito,Luis Rubistein,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Qué Vachaché,Tango,Carlos Dante,Electra,78rpm,Enrique Discépolo,Enrique Discépolo,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Por Mishé,Tango,Carlos Dante,Electra,78rpm,Luis Moresco,Luis Rubistein,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Ilusiones,Tango,Carlos Dante,Electra,78rpm,Gunderico Clemens,Osvaldo Cordero,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Reite Mujercita,Tango,Carlos Dante,Electra,78rpm,Juan Rodríguez,Juan Rodríguez,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,La Cumparsita (La ApologÍa del Tango),Tango,Raquel Notar,Electra,78rpm,Gerardo Rodríguez,Pascual Contursi; Enrique Maroni,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Pa' que Pensás,Tango,Carlos Dante,Electra,78rpm,Arturo González,Arturo González,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,La Cumparsita,Tango,Carlos Dante,Electra,78rpm,Gerardo Rodríguez,Enrique Maroni,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Pálida Silueta,Tango,Carlos Dante,Electra,78rpm,Nicolás Primani,José Clemente,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,No te Engañes Corazón,Tango,Carlos Dante,Electra,78rpm,Rodolfo Sciammarella,Rodolfo Sciammarella,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,El Martillero,Tango,Instrumental,Electra,78rpm,Miguel Padula,,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Chirusa,Tango,Carlos Dante,Electra,78rpm,Juan D'Arienzo,Manuel López,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1928,Amor pagano,Vals,Carlos Dante,Electra,78rpm,Nacio Brown,Edelmiro Garrido,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1929,Llevátelo Todo,Tango,Carlos Dante,Electra,78rpm,Rodolfo Sciammarella,Rodolfo Sciammarella,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1929,Victoria,Tango,Francisco Fiorentino,Electra,,Enrique Discépolo,Enrique Discépolo,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1929,Noche silenciosa,Tango,Francisco Fiorentino,Electra,78rpm,Francisco Lauro,Francisco Lauro,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1929,Pilchas fuleras,Tango,Francisco Fiorentino,Electra,78rpm,Alpidio Fernández,P. Gregorio,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1929,Soy un arlequín,Tango,Francisco Fiorentino,Electra,78rpm,Enrique Discépolo,Enrique Discépolo,,Sextet pre 1935 ,Vicente Gorrese,Juan Puglisi,"Ciriaco Ortiz, Nicolás Primiani, Florentino Ottaviano","Alfredo Mazzeo, Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1930,Ché careta,Tango,Francisco Fiorentino,Electra,78rpm,Salvador Pulcio,Domingo Renis,,Sextet pre 1935 ,Luis Visca,Roberto Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,1/1/1930,Mala,Tango,Francisco Fiorentino,Electra,78rpm,Juan Visciglio,Luis Rubistein,,Sextet pre 1935 ,Luis Visca,Roberto Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Luis Álvarez, Juan D'Arienzo"
Juan D'Arienzo,7/2/1935,Desde El Alma,Vals,Instrumental,Víctor,78rpm,Rosita Melo,Víctor Vélez; Homero Manzi,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,7/2/1935,Hotel Victoria,Tango,Instrumental,Víctor,78rpm,Feliciano Latasa,Carlos Pesce,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,8/12/1935,Penas De Amor,Vals,Instrumental,Víctor,78rpm,Augusto Berto,Jesús Blanco,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,8/12/1935,Tinta Verde,Tango,Instrumental,Víctor,78rpm,Agustín Bardi,,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,10/3/1935,Francia,Vals,Instrumental,Víctor,78rpm,Octavio Barbero,Carlos Pesce,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,10/3/1935,Re Fa Si,Tango,Instrumental,Víctor,78rpm,Enrique Delfino,,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,11/18/1935,De Pura Cepa,Milonga,Instrumental,Víctor,78rpm,José Ceglie; Antonio Molina,Osvaldo Cordero,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada,Ciriaco Ortiz, Aníbal Troilo","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, Hugo Baralis"
Juan D'Arienzo,11/18/1935,Sábado Inglés,Tango,Instrumental,Víctor,78rpm,Juan Maglio,Eugenio Cárdenas,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada,Ciriaco Ortiz, Aníbal Troilo","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, Hugo Baralis"
Juan D'Arienzo,12/12/1935,Joaquina,Tango,Instrumental,Víctor,78rpm,Juan Bergamino,,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,12/12/1935,Pabellón De Las Rosas,Vals,Instrumental,Víctor,78rpm,José Felipetti,Antonio Catania; Ángela Felipetti,,Fasoli Piano 1935,Lidio Fasoli,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,12/31/1935,Nueve De Julio,Tango,Instrumental,Víctor,78rpm,José Padula,Lito Bayardo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,12/31/1935,Orillas Del Plata,Vals,Instrumental,Víctor,78rpm,Juan Maglio,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,1/14/1936,La Guitarrita,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Gabriel Clausi,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,1/14/1936,Silueta Porteña,Milonga,Walter Cabral,Víctor,78rpm,Nicolas Cuccaro; Juan Cuccaro,Orlando D'Aniello; Ernesto Noli,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,1/31/1936,Retintín,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Gabriel Clausi,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,1/31/1936,Sueño Florido,Vals,Instrumental,Víctor,78rpm,Roberto Firpo,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,4/3/1936,El Flete,Tango,Instrumental,Víctor,78rpm,Vicente Greco,Gerónimo Gradito,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,4/3/1936,Un Placer,Vals,Walter Cabral,Víctor,78rpm,Vicente Romeo,Juan Caruso,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,5/8/1936,Lorenzo,Tango,Instrumental,Víctor,78rpm,Agustín Bardi,Mario Pardo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,5/8/1936,Tu Olvido,Vals,Walter Cabral,Víctor,78rpm,Vicente Spina,Vicente Spina,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,6/9/1936,Irene,Vals,Walter Cabral,Víctor,78rpm,Luis Servidio; José Servidio,Francisco Jiménez,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,6/9/1936,La Payanca,Tango,Instrumental,Víctor,78rpm,Augusto Berto,Jesús Blanco; Francisco Bianco,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,7/3/1936,Don Esteban,Tango,Instrumental,Víctor,78rpm,Augusto Berto,Carlos Sarmiento,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,7/3/1936,No Llores Madre,Vals,Instrumental,Víctor,78rpm,Francisco Lauro,Alfredo Roldán,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,8/5/1936,El Irresistible,Tango,Instrumental,Víctor,78rpm,Lorenzo Logatti,Carlos Pesce,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,8/5/1936,Inolvidable,Vals,Instrumental,Víctor,78rpm,Vicente Salerno; Héctor Demattei,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,9/3/1936,Amor Y Celo,Vals,Instrumental,Víctor,78rpm,Miguel Padula,Alfredo Roldán,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,9/3/1936,Rawson,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Gabriel Clausi,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,9/29/1936,Don Juan,Tango,Instrumental,Víctor,78rpm,Ernesto Ponzio,Ricardo Podestá,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,9/29/1936,Lágrimas Y Sonrisas,Vals,Instrumental,Víctor,78rpm,Pascual Gullo,Francisco Gullo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,10/27/1936,Comme Il Faut,Tango,Instrumental,Víctor,78rpm,Eduardo Arolas,Gabriel Clausi,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,10/27/1936,Una Lágrima,Vals,Instrumental,Víctor,78rpm,José Rebolini,Juan Durante,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,11/27/1936,Ataniche,Tango,Instrumental,Víctor,78rpm,Ernesto Ponzio,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,11/27/1936,Corazón De Artista,Vals,Instrumental,Víctor,78rpm,Francisco Gullo,Francisco Gullo,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini"
Juan D'Arienzo,12/30/1936,La Viruta,Tango,Instrumental,Víctor,78rpm,Vicente Greco,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,12/30/1936,Visión Celeste,Vals,Instrumental,Víctor,78rpm,Miguel Padula,Carlos Pesce,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,1/21/1937,El Baqueano,Tango,Instrumental,Víctor,78rpm,Agustín Bardi,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,3/5/1937,Alma Dolorida,Vals,Instrumental,Víctor,78rpm,Pedro Datta,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,3/5/1937,Qué Noche,Tango,Instrumental,Víctor,78rpm,Agustín Bardi,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/1/1937,El Apronte,Tango,Instrumental,Víctor,78rpm,Roberto Firpo,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/1/1937,Mentías,Vals,Instrumental,Víctor,78rpm,Juan Casaretto,Alfredo Navarrine,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/27/1937,Homero,Tango,Instrumental,Víctor,78rpm,Roberto Firpo,,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
Juan D'Arienzo,4/27/1937,La Puñalda,Milonga,Instrumental,Víctor,78rpm,Pintín Castellanos,Celedonio Flores,,Biagi Piano 1935-38,Rodolfo Biagi,Rodolfo Duclós,"Domingo Moro, Juan José Visciglio, Faustino Toboada, Haroldo Ferrero, José Della Rocca","Alfredo Mazzeo, Domingo Mancuso, Francisco Mancini, León Zibaico"
