Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings
Juan D'Arienzo,7/27/1967,Inspiración,Tango,Instrumental,Víctor,Tape-S,Peregrino Paulos,Luis Rubistein,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,7/27/1967,Organito De La Tarde,Tango,Instrumental,Víctor,Tape-S,Castillo Cátulo,José León,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,7/27/1967,Papas Calientes,Milonga,Instrumental,Víctor,Tape-S,Eduardo Arolas,Héctor Polito,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,7/27/1967,Qué Noche,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/2/1967,Eso Sí Que No Y Que No,Tango,Armando Laborde,Víctor,Tape-S,Juan D'Arienzo,Héctor Schmitt,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/2/1967,La Racha,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/16/1967,El Tamango,Tango,Instrumental,Víctor,Tape-S,Carlos Posadas,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/16/1967,La Clavada,Tango,Instrumental,Víctor,Tape-S,Ernesto Zambonini,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/16/1967,La Guitarrita,Tango,Instrumental,Víctor,Tape-S,Eduardo Arolas,Gabriel Clausi,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/21/1967,De Ayer Y Hoy,Tango,Instrumental,Víctor,Tape-S,Nicolás Tavarozzi; Ángel Cicchetti,Nicolás Tavarozzi; Ángel Cicchetti,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/21/1967,El Horizonte,Tango,Instrumental,Víctor,Tape-S,Roberto Firpo,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/21/1967,Sollozos,Tango,Instrumental,Víctor,Tape-S,Osvaldo Fresedo,Emilio Fresedo,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/23/1967,Cordón De Oro,Tango,Instrumental,Víctor,Tape-S,Carlos Posadas,José Fernández,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/23/1967,El Buey Solo,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/23/1967,El Jagüel,Tango,Instrumental,Víctor,Tape-S,Carlos Posadas,José Fernández,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/23/1967,El Recodo,Tango,Instrumental,Víctor,Tape-S,Alejandro Junnissi,Armando Tagini,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/23/1967,Ventarrón,Tango,Armando Laborde,Víctor,Tape-S,Pedro Maffia,José Staffolani,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/23/1967,Yo Te Quiero Así,Tango,Osvaldo Ramos,Víctor,Tape-S,Armando Punturero ,Federico Iraluz,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/30/1967,Buscate Un Amorcito,Tango,Osvaldo Ramos,Víctor,Tape-S,Josefina Fuente,Ángel Gatti,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/30/1967,D'Arienzo Vos Sos El Rey,Tango,Armando Laborde,Víctor,Tape-S,Héctor Palacios,Amleto Viola,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/30/1967,Guitarra,Tango,Ramos / Laborde,Víctor,Tape-S,Miguel Buchino,Miguel Buchino,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,10/30/1967,Sin Explicación,Tango,Osvaldo Ramos,Víctor,Tape-S,Oldimar Quartini ,Luis Amengual,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,Adíos Bardi,Tango,Instrumental,Víctor,Tape-S,Osvaldo Pugliese,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,Barrio Reo,Tango,Armando Laborde,Víctor,Tape-S,Roberto Fugazot,Alfredo Navarrine,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/28/1967,C.T.V.,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/28/1967,Canaro En Paris,Tango,Instrumental,Víctor,Tape-S,Alejandro Scarpino; Juan Caldarella,José Scarpino,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,Cuéntame Tu Pena,Tango,Osvaldo Ramos,Víctor,Tape-S,Fernando Paz,Federico Silva,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,El Opio,Tango,Instrumental,Víctor,Tape-S,Francisco Canaro,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,La Mariposa,Tango,Osvaldo Ramos,Víctor,Tape-S,Pedro Maffia,Celedonio Flores,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,La Trilla,Tango,Instrumental,Víctor,Tape-S,Eduardo Arolas,Héctor Polito,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,Me Vio Tu Barrio,Tango,Osvaldo Ramos,Víctor,Tape-S,Juan Polito; Carlos Lázzari; Armando Cereminati ,Juan Polito; Carlos Lázzari; Armando Cereminati,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,Milagro De Tango,Tango,Armando Laborde,Víctor,Tape-S,Domingo Vignoli,Oscar Lanata,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/28/1967,Portero Suba Y Diga,Tango,Armando Laborde,Víctor,Tape-S,Eduardo Labar,Luis Amadori,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,11/14/1967,Tinta Verde,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Cayetano Puglisi, Blas Pensato, Jaime Ferrer, Raúl Domínguez"
Juan D'Arienzo,8/27/1968,A Mi Vieja,Tango,Armando Laborde,Víctor,Tape-S,Juan Muncho,Juan Muncho,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/27/1968,El Oriental,Tango,Instrumental,Víctor,Tape-S,Donato Racciatti,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/27/1968,Gardenias,Tango,Osvaldo Ramos,Víctor,Tape-S,Maruja Huergo,Manuel Campos,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/27/1968,La Pista Esta Que Arde,Tango,Armando Laborde,Víctor,Tape-S,Carlos Lázzari; Juan Polito,Avlis Cabrera,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/27/1968,Mi Japón,Tango,Alberto Echagüe,Víctor,Tape-S,Juan Polito; Carlos Lázzari; Armando Cereminati ,Juan Polito; Carlos Lázzari; Armando Cereminati,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/27/1968,No Te Hagás La Lechuguita,Tango,Armando Laborde,Víctor,Tape-S,Armando Dáttoli; Enrique Guerra; Juan Polito,Armando Dáttoli; Enrique Guerra; Juan Polito,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/27/1968,"Por Qué, Por Qué Mi Dios",Tango,Osvaldo Ramos,Víctor,Tape-S,Juan D´Arienzo,Héctor Schmitt,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/27/1968,Si Pido Más Me Paso,Tango,Alberto Echagüe,Víctor,Tape-S,José Basso ,Miguel Bucino,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/6/1968,Padre Mio,Tango,Osvaldo Ramos,Víctor,Tape-S,Roberto Cardenutto; Graciano Gómez ,Roberto Cardenutto; Graciano Gómez,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/6/1968,Viejo Lobo,Tango,Osvaldo Ramos,Víctor,Tape-S,Oscar Fuente ,Antonio Anaya,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/13/1968,A La D'Arienzo,Tango,Instrumental,Víctor,Tape-S,José Reschini,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/13/1968,Siguiendo El Compas,Tango,Instrumental,Víctor,Tape-S,Luis Maggiolo,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,Aquel Abril,Tango,Osvaldo Ramos,Víctor,Tape-S,Antonio Pernas,Antonio Cetinic,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,Con Tu Compás,Tango,Armando Laborde,Víctor,Tape-S,Luis Guerello,Jorge Igartúa,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,Dulce Novia,Tango,Osvaldo Ramos,Víctor,Tape-S,Miguel Mazzini,Miguel Mazzini,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,El Africano,Tango,Instrumental,Víctor,Tape-S,Eduardo Pereyra,Francisco Lío,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,El Tren De Buenos Aires,Tango,Osvaldo Ramos,Víctor,Tape-S,Héctor Silva,Luis Andueza,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,Las Cuarenta,Tango,Alberto Echagüe,Víctor,Tape-S,Roberto Grela,Francisco Gorrindo,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,Milonga Para Un Viejo Amor,Milonga,Armando Laborde,Víctor,Tape-S,Antonio Pernas,Antonio Cetinic,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/1/1969,Sin Ti,Tango,Osvaldo Ramos,Víctor,Tape-S,José Galeno,Héctor (Bello,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/12/1969,D'Arienzo Y Palito,Tango,Armando Laborde,Víctor,Tape-S,Carlos Lázzari; Armando Cereminati,Juan Polito,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/12/1969,Gotas De Veneno,Tango,Armando Laborde,Víctor,Tape-S,Nicolás Tavarozzi,Juan Welker,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/12/1969,Sólo Tuya,Tango,Osvaldo Ramos,Víctor,Tape-S,Nilo Hermida; Ernesto Franco; César González ,Nilo Hermida; Ernesto Franco; César González,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,8/12/1969,Sombras De Olvido,Tango,Osvaldo Ramos,Víctor,Tape-S,Ángel Guevara,Ángel Guevara,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,Cumpleaños De Mamá,Vals,Osvaldo Ramos,Víctor,Tape-S,Agustín Minotti,Agustín Minotti,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,De Puro Guapo,Tango,Instrumental,Víctor,Tape-S,Pedro Blanco ,Manuel Meaños,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,El Arranque,Tango,Instrumental,Víctor,Tape-S,Julio Caro,Mario Gomila,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,El Incendio,Tango,Instrumental,Víctor,Tape-S,Arturo Bassi,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,El Jaguar,Tango,Instrumental,Víctor,Tape-S,Atilio Lombardo,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,Gallo Ciego,Tango,Instrumental,Víctor,Tape-S,Agustín Bardi,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,La Chiflada,Tango,Instrumental,Víctor,Tape-S,Anselmo Aieta,Francisco Jiménez,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,La Sonámbula,Tango,Instrumental,Víctor,Tape-S,Pascual Cardarópoli,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,Mariposita,Tango,Instrumental,Víctor,Tape-S,Anselmo Aieta,Francisco Jiménez,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,Ojos Negros,Tango,Instrumental,Víctor,Tape-S,Vicente Greco,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,Pregonera,Tango,Ramos / Laborde,Víctor,Tape-S,Alfredo Angelis,José Rótulo,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,9/18/1969,Tigre Viejo,Tango,Instrumental,Víctor,Tape-S,Salvador Grupillo,,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,10/20/1969,A Tu Lado,Tango,Osvaldo Ramos,Víctor,Tape-S,Roberto Cuenca,Roberto Cuenca,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
Juan D'Arienzo,10/20/1969,Catamarca,Tango,Instrumental,Víctor,Tape-S,Eduardo Arolas,Jesús Blanco,,Polito + Stereo 1964- 75,Juan Polito,Enrique Guerra,"Ernesto Franco, Carlos Lázzari, Celso Amato, Felipe Riccardo, Aldo Junnissi","Bernard Weber, Blas Pensato, Mauricio Misseriski, Mauricio Svidovsky, Milo Dojman"
