Bandleader,Orchestra,Date,Title,Genre,Singer,Label,Master,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/17/1943,Una Emoción,Tango,Enrique Campos,Víctor,78rpm,Raúl Kaplún,José Suñe,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/17/1943,Que Nunca Me Falte,Tango,Enrique Campos,Víctor,78rpm,Héctor Morales,Héctor Marcó,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/17/1943,Malvón,Tango,Enrique Campos,Víctor,78rpm,Antonio Arona,Francisco Jiménez,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/16/1943,Sollozo De Bandoneón,Tango,Enrique Campos,Víctor,78rpm,Ricardo Tanturi,Enrique Cadícamo,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/16/1943,Qué Vas Buscando Muñeca,Tango,Enrique Campos,Víctor,78rpm,José Basso; Jorge Ortiz,José Bazán,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/21/1944,Rey De Tango,Tango,Enrique Campos,Víctor,78rpm,Enrique Campos; Mario Perini,Roberto Lambertucci,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/21/1944,Quien Canta Mejor Que Yo,Milonga,Enrique Campos,Víctor,78rpm,Ricardo Tanturi,Enrique Dizeo,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,3/24/1944,Y Siempre Igual,Tango,Enrique Campos,Víctor,78rpm,Arturo Gallucci,Luis Caruso,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,3/24/1944,Recién,Tango,Enrique Campos,Víctor,78rpm,Osvaldo Pugliese,Homero Manzi,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/27/1944,La Abandone Y No Sabía,Tango,Enrique Campos,Víctor,78rpm,José Canet,José Canet,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/27/1944,Y Cómo Le Iba Contando,Tango,Enrique Campos,Víctor,78rpm,Arturo Gallucci,Enrique Dizeo,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/27/1944,Desde Lejos,Tango,Enrique Campos,Víctor,78rpm,José Iglesias,Juan Gatti,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/27/1944,Jirón De Suburbio,Tango,Enrique Campos,Víctor,78rpm,Víctor Braña,Enrique Gaudino,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,5/18/1944,Calla Bandoneón,Tango,Enrique Campos,Víctor,78rpm,Carlos Lázzari,Oscar Rubens,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,5/18/1944,Añoranzas,Vals,Enrique Campos,Víctor,78rpm,José Aguilar,José Aguilar,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/27/1944,Si Se Salva El Pibe,Tango,Enrique Campos,Víctor,78rpm,Francisco Pracánico,Celedonio Flores,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/27/1944,Sombrerito,Tango,Enrique Campos,Víctor,78rpm,Norberto Guzmán,Roberto Lambertucci,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,8/28/1944,Domingo A La Noche,Tango,Enrique Campos,Víctor,78rpm,Juan Guichandut,Oscar Rubens,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,8/28/1944,Desde El Alma,Vals,Instrumental,Víctor,78rpm,Rosita Melo,Víctor Vélez; Homero Manzi,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,9/29/1944,Encuentro,Tango,Enrique Campos,Víctor,78rpm,Miguel Bucino,Miguel Bucino,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,9/29/1944,El Corazón Me Decía,Tango,Enrique Campos,Víctor,78rpm,Vicente Salerno,Roberto Lambertucci,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/14/1944,En El Salón,Tango,Enrique Campos,Víctor,78rpm,Cristóbal Herreros,Leopoldo Vélez,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/14/1944,Prisionero,Tango,Enrique Campos,Víctor,78rpm,Anselmo Aieta,Francisco Jiménez,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/13/1944,Raza Criolla,Tango,Instrumental,Víctor,78rpm,Salvador Grupillo,,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/13/1944,Igual Que Un Bandoneón,Tango,Enrique Campos,Víctor,78rpm,José Iglesias,Juan Gatti,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/22/1945,Esta Noche Al Pasar,Tango,Enrique Campos,Víctor,78rpm,Héctor Grané,Ricardo Thompson,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/22/1945,De Seis A Siete,Tango,Enrique Campos,Víctor,78rpm,José Canet,José Canet,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,2/19/1945,Me Besó Y Se Fue,Vals,Enrique Campos,Víctor,78rpm,José Canet,José Canet,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,2/19/1945,Que Será De Ti,Tango,Enrique Campos,Víctor,78rpm,Roberto Blanco,Julio Nelson,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/12/1945,Igual Que Una Sombra,Tango,Enrique Campos,Víctor,78rpm,Osvaldo Pugliese,Enrique Cadícamo,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/12/1945,La Uruguayita Lucía,Tango,Enrique Campos,Víctor,78rpm,Eduardo Pereyra,Daniel Barreto,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,5/3/1945,Discos De Gardel,Tango,Enrique Campos,Víctor,78rpm,Eduardo Piano,Horacio Sanguinetti,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,5/3/1945,"Giuseppe, El Zapatero",Tango,Enrique Campos,Víctor,78rpm,Guillermo Ciancio,Guillermo Ciancio,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,6/14/1945,El Sueño Del Pibe,Tango,Enrique Campos,Víctor,78rpm,Juan Puey,Reinaldo Yiso,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,6/14/1945,Anselmo Laguna,Tango,Enrique Campos,Víctor,78rpm,Vicente Salerno,Elizardo Vilas,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/13/1945,Cantor De Barrio,Tango,Enrique Campos,Víctor,78rpm,Felipe Navas,Navas Cacciari,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/13/1945,Bien Criolla Y Bien Porteña,Milonga,Enrique Campos,Víctor,78rpm,Armando Pontier,Homero Expósito,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,9/5/1945,Ivon,Tango,Enrique Campos,Víctor,78rpm,Luis Visca,Horacio Sanguinetti,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,9/5/1945,Cuatro Recuerdos,Tango,Enrique Campos,Víctor,78rpm,José Iglesias,Juan Gatti,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,10/23/1945,Cuatro Lágrimas,Tango,Enrique Campos,Víctor,78rpm,Lito Bayardo,Lito Bayardo,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,10/23/1945,Tu Vieja Ventana,Vals,Campos/Videla,Víctor,78rpm,Guillermo Barbieri,Ambrosio Río,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/9/1945,Calor De Hogar,Tango,Enrique Campos,Víctor,78rpm,Eugenio Carrere,Jesús Blanco,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/9/1945,Tu Llamado,Tango,Roberto Videla,Víctor,78rpm,Enrique Cadícamo,Enrique Cadícamo,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/5/1945,Corazoncito,Tango,Roberto Videla,Víctor,78rpm,Rafael Rossi; José Rial,José Rial,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/5/1945,Este Es Tu Tango,Tango,Roberto Videla,Víctor,78rpm,Enrique Mora,Reinaldo Yiso,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/3/1946,Seis Días,Tango,Enrique Campos,Víctor,78rpm,Manuel Sucher,Carlos Bahr,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/3/1946,Soy Muchacho Del Arrabal,Tango,Enrique Campos,Víctor,78rpm,Enrique Campos,Roberto Lambertucci,,43-46 / Campos ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/30/1946,Barrio Viejo,Tango,Campos/Videla,Víctor,78rpm,Guillermo Barbieri,Eugenio Cárdenas,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1/30/1946,Llevame Carretero,Tango,Roberto Videla,Víctor,78rpm,Manuel Parada,José Cicarelli,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,3/13/1946,Así Era Ella Muchachos,Tango,Roberto Videla,Víctor,78rpm,José Cabodevila,Ángel Rosa,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,3/13/1946,Esta Noche Hay Una Fiesta,Tango,Enrique Campos,Víctor,78rpm,Vicente Salerno,Elizardo Vilas,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/3/1946,Como Aquella Muñeca,Tango,Roberto Videla,Víctor,78rpm,Juan Puey,Reinaldo Yiso,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,4/23/1946,Tiene Razón Amigazo,Tango,Roberto Videla,Víctor,78rpm,Alfredo Calabró,Enrique Dizeo,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,5/16/1946,Viejo Ciego,Tango,Roberto Videla,Víctor,78rpm,Cátulo Castillo; Sebastián Piana,Homero Manzi,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,5/16/1946,Espera De Esquina,Tango,Roberto Videla,Víctor,78rpm,Emilio Querejeta,Carlos Cacciari,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/5/1946,Alma En Pena,Tango,Roberto Videla,Víctor,78rpm,Anselmo Aieta,Francisco Jiménez,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/5/1946,Vivian...De París,Tango,Roberto Videla,Víctor,78rpm,Carlos Viván,Horacio Sanguinetti,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/23/1946,La Mesa De Un Café,Tango,Roberto Videla,Víctor,78rpm,Raúl Kaplún,José Suñe,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,7/23/1946,No Me Escribas,Tango,Roberto Videla,Víctor,78rpm,Agustín Bardi,Juan Caruso,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,8/16/1946,Amor De Estudiante,Vals,Videla/Ribó,Víctor,78rpm,Carlos Gardel,Alfredo Pera; Mario Battistella,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,8/27/1946,Una Lágrima,Tango,Osvaldo Ribó,Víctor,78rpm,Nicolás Verona,Eugenio Cárdenas,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,8/27/1946,Sombras,Tango,Osvaldo Ribó,Víctor,78rpm,Francisco Pracánico,Verminio Servetto,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,9/5/1946,Noches De Tango,Tango,Roberto Videla,Víctor,78rpm,Nicolás Vaccaro,Horacio Sanguinetti,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/15/1946,En La Copa De La Vida,Tango,Roberto Videla,Víctor,78rpm,Roberto Videla,Reinaldo Yiso,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/15/1946,De Todo Te Olvidas,Tango,Osvaldo Ribó,Víctor,78rpm,Salvador Merico,Enrique Cadícamo,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/29/1946,Tus Besos Fueron Míos,Tango,Roberto Videla,Víctor,78rpm,Anselmo Aieta,Francisco Jiménez,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,11/29/1946,Ana Lucía,Tango,Osvaldo Ribó,Víctor,78rpm,José Iglesias,Juan Gatti,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/19/1946,Tu Olvido,Tango,Videla/Ribó,Víctor,78rpm,Vicente Spina,Vicente Spina,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,12/19/1946,Yo Se Lo Que Te Digo,Tango,Roberto Videla,Víctor,78rpm,Vicente Salerno,Juan Gatti,,45-50 / Videla  ,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre ","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido"
